genome_id,genus,species,full_name
GCF_000975245.1_Serratia_liquefaciens,Serratia,liquefaciens,Serratia_liquefaciens
GCF_000975265.2_Mycobacterium_lepromatosis,Mycobacterium,lepromatosis,Mycobacterium_lepromatosis
GCF_000978535.1_Thermotoga_maritima,Thermotoga,maritima,Thermotoga_maritima
GCF_000980835.1_Corynebacterium_kutscheri,Corynebacterium,kutscheri,Corynebacterium_kutscheri
GCF_000981505.1_Candidatus_Methylopumilus_planktonicus,Candidatus,Methylopumilus,Candidatus_Methylopumilus
GCF_000981525.1_Pseudolactococcus_piscium_MKFS47,Pseudolactococcus,piscium,Pseudolactococcus_piscium
GCF_000981545.1_Candidatus_Filomicrobium_marinum,Candidatus,Filomicrobium,Candidatus_Filomicrobium
GCF_000981585.1_Paenibacillus_riograndensis_SBR5,Paenibacillus,riograndensis,Paenibacillus_riograndensis
GCF_000981765.1_Kangiella_geojedonensis,Kangiella,geojedonensis,Kangiella_geojedonensis
GCF_000982715.1_Rhodococcus_aetherivorans,Rhodococcus,aetherivorans,Rhodococcus_aetherivorans
GCF_000982825.1_Cronobacter_sakazakii,Cronobacter,sakazakii,Cronobacter_sakazakii
GCF_000987835.1_Sulfurovum_lithotrophicum,Sulfurovum,lithotrophicum,Sulfurovum_lithotrophicum
GCF_000987865.1__Brevibacterium__flavum,,Brevibacterium,_Brevibacterium
GCF_000988065.1_Mycoplasmopsis_canis,Mycoplasmopsis,canis,Mycoplasmopsis_canis
GCF_000988605.1_Moraxella_bovoculi,Moraxella,bovoculi,Moraxella_bovoculi
GCF_000993745.1_Streptococcus_suis,Streptococcus,suis,Streptococcus_suis
GCF_000993785.3_Streptomyces_xiamenensis,Streptomyces,xiamenensis,Streptomyces_xiamenensis
GCF_001005905.1_Salinicoccus_halodurans,Salinicoccus,halodurans,Salinicoccus_halodurans
GCF_001006005.1_Serratia_fonticola,Serratia,fonticola,Serratia_fonticola
GCF_001007025.1_Chlamydia_pneumoniae,Chlamydia,pneumoniae,Chlamydia_pneumoniae
GCF_001007875.1_Sedimenticola_thiotaurini,Sedimenticola,thiotaurini,Sedimenticola_thiotaurini
GCF_001007935.1_Nitrosomonas_communis,Nitrosomonas,communis,Nitrosomonas_communis
GCF_001007995.1_Deinococcus_soli__ex_Cha_et_al__2016_,Deinococcus,soli,Deinococcus_soli
GCF_001008165.2_Croceibacterium_atlanticum,Croceibacterium,atlanticum,Croceibacterium_atlanticum
GCF_001010025.2_Xanthomonas_perforans,Xanthomonas,perforans,Xanthomonas_perforans
GCF_001010285.1_Photorhabdus_thracensis,Photorhabdus,thracensis,Photorhabdus_thracensis
GCF_001010485.1_Dehalococcoides_sp__UCH007,Dehalococcoides,sp,Dehalococcoides_sp
GCF_001010505.1_Alcanivorax_sp__NBRC_101098,Alcanivorax,sp,Alcanivorax_sp
GCF_001010805.1_Spongiibacter_sp__IMCC21906,Spongiibacter,sp,Spongiibacter_sp
GCF_001010995.2_Levilactobacillus_brevis,Levilactobacillus,brevis,Levilactobacillus_brevis
GCF_001011055.2_Edwardsiella_tarda,Edwardsiella,tarda,Edwardsiella_tarda
GCF_001011155.1_Hoeflea_sp__IMCC20628,Hoeflea,sp,Hoeflea_sp
GCF_001013565.1_Bordetella_pertussis,Bordetella,pertussis,Bordetella_pertussis
GCF_001013905.1_Streptomyces_leeuwenhoekii,Streptomyces,leeuwenhoekii,Streptomyces_leeuwenhoekii
GCF_001017435.1_Caldimonas_brevitalea,Caldimonas,brevitalea,Caldimonas_brevitalea
GCF_001017575.1_Campylobacter_lari,Campylobacter,lari,Campylobacter_lari
GCF_001017655.1_Kiritimatiella_glycovorans,Kiritimatiella,glycovorans,Kiritimatiella_glycovorans
GCF_001017775.3_Pandoraea_thiooxydans,Pandoraea,thiooxydans,Pandoraea_thiooxydans
GCF_001020955.1_Thioalkalivibrio_versutus,Thioalkalivibrio,versutus,Thioalkalivibrio_versutus
GCF_001020985.1_Corynebacterium_mustelae,Corynebacterium,mustelae,Corynebacterium_mustelae
GCF_001021025.1_Corynebacterium_epidermidicanis,Corynebacterium,epidermidicanis,Corynebacterium_epidermidicanis
GCF_001021045.1_Corynebacterium_testudinoris,Corynebacterium,testudinoris,Corynebacterium_testudinoris
GCF_001021065.1_Corynebacterium_uterequi,Corynebacterium,uterequi,Corynebacterium_uterequi
GCF_001021975.1_Chryseobacterium_gallinarum,Chryseobacterium,gallinarum,Chryseobacterium_gallinarum
GCF_001021995.1_Klebsiella_aerogenes,Klebsiella,aerogenes,Klebsiella_aerogenes
GCF_001022015.1_Enterobacter_hormaechei,Enterobacter,hormaechei,Enterobacter_hormaechei
GCF_001022095.1_Enterobacter_asburiae,Enterobacter,asburiae,Enterobacter_asburiae
GCF_001022115.1_Klebsiella_oxytoca,Klebsiella,oxytoca,Klebsiella_oxytoca
GCF_001022135.1_Phytobacter_ursingii,Phytobacter,ursingii,Phytobacter_ursingii
GCF_001026985.1_Pragia_fontium,Pragia,fontium,Pragia_fontium
GCF_001027025.1_Kosmotoga_pacifica,Kosmotoga,pacifica,Kosmotoga_pacifica
GCF_001027225.1_Shigella_boydii,Shigella,boydii,Shigella_boydii
GCF_001027285.1_Archangium_gephyra,Archangium,gephyra,Archangium_gephyra
GCF_001027545.1_Endomicrobium_proavitum,Endomicrobium,proavitum,Endomicrobium_proavitum
GCF_001028625.1_Pelagerythrobacter_marensis,Pelagerythrobacter,marensis,Pelagerythrobacter_marensis
GCF_001028665.1_Burkholderia_pyrrocinia,Burkholderia,pyrrocinia,Burkholderia_pyrrocinia
GCF_001028705.1_Croceicoccus_naphthovorans,Croceicoccus,naphthovorans,Croceicoccus_naphthovorans
GCF_001029105.3_Pandoraea_faecigallinarum,Pandoraea,faecigallinarum,Pandoraea_faecigallinarum
GCF_001029145.1_Burkholderia_contaminans,Burkholderia,contaminans,Burkholderia_contaminans
GCF_001029245.1_Spiroplasma_mirum,Spiroplasma,mirum,Spiroplasma_mirum
GCF_001029265.1_Spiroplasma_eriocheiris,Spiroplasma,eriocheiris,Spiroplasma_eriocheiris
GCF_001038625.1_Clostridium_carboxidivorans_P7,Clostridium,carboxidivorans,Clostridium_carboxidivorans
GCF_001039275.2_Brevibacillus_brevis,Brevibacillus,brevis,Brevibacillus_brevis
GCF_001040945.1_Herbaspirillum_seropedicae,Herbaspirillum,seropedicae,Herbaspirillum_seropedicae
GCF_001042405.1_Lactobacillus_acetotolerans,Lactobacillus,acetotolerans,Lactobacillus_acetotolerans
GCF_001042565.2_Francisella_orientalis,Francisella,orientalis,Francisella_orientalis
GCF_001042635.1_Bifidobacterium_scardovii_JCM_12489___DSM_13734,Bifidobacterium,scardovii,Bifidobacterium_scardovii
GCF_001042675.1_Parascardovia_denticolens_DSM_10105___JCM_12538,Parascardovia,denticolens,Parascardovia_denticolens
GCF_001042695.1_Scardovia_inopinata_JCM_12537,Scardovia,inopinata,Scardovia_inopinata
GCF_001042715.1_Clostridium_aceticum,Clostridium,aceticum,Clostridium_aceticum
GCF_001043135.1_Mycoplasmopsis_bovis,Mycoplasmopsis,bovis,Mycoplasmopsis_bovis
GCF_001043175.1_Marinobacter_psychrophilus,Marinobacter,psychrophilus,Marinobacter_psychrophilus
GCF_001046835.1_Limosilactobacillus_reuteri,Limosilactobacillus,reuteri,Limosilactobacillus_reuteri
GCF_001047225.1_Neisseria_gonorrhoeae,Neisseria,gonorrhoeae,Neisseria_gonorrhoeae
GCF_001047675.1_Yersinia_aleksiciae,Yersinia,aleksiciae,Yersinia_aleksiciae
GCF_001050115.1_Bacillus_smithii,Bacillus,smithii,Bacillus_smithii
GCF_001050135.1_Cyclobacterium_amurskyense,Cyclobacterium,amurskyense,Cyclobacterium_amurskyense
GCF_001050435.1_Levilactobacillus_koreensis,Levilactobacillus,koreensis,Levilactobacillus_koreensis
GCF_001050475.1_Companilactobacillus_ginsenosidimutans,Companilactobacillus,ginsenosidimutans,Companilactobacillus_ginsenosidimutans
GCF_001051995.2_Thauera_humireducens,Thauera,humireducens,Thauera_humireducens
GCF_001077715.1_Candidatus_Coxiella_mudrowiae,Candidatus,Coxiella,Candidatus_Coxiella
GCF_001077815.2_Aurantiacibacter_atlanticus,Aurantiacibacter,atlanticus,Aurantiacibacter_atlanticus
GCF_001078055.1_Rufibacter_radiotolerans,Rufibacter,radiotolerans,Rufibacter_radiotolerans
GCF_001078275.1_Bordetella_hinzii,Bordetella,hinzii,Bordetella_hinzii
GCF_001078495.2_Sphingobium_yanoikuyae,Sphingobium,yanoikuyae,Sphingobium_yanoikuyae
GCF_001095405.2_Streptococcus_pneumoniae,Streptococcus,pneumoniae,Streptococcus_pneumoniae
GCF_001182745.1_Nocardia_farcinica,Nocardia,farcinica,Nocardia_farcinica
GCF_001183745.1_Acetobacter_pasteurianus,Acetobacter,pasteurianus,Acetobacter_pasteurianus
GCF_001183865.1_Methylophilus_sp__TWE2,Methylophilus,sp,Methylophilus_sp
GCF_001186155.3_Planococcus_versutus,Planococcus,versutus,Planococcus_versutus
GCF_001186335.1_Pseudomonas_trivialis,Pseudomonas,trivialis,Pseudomonas_trivialis
GCF_001186405.1_Leptospirillum_sp__Group_II__CF-1_,Leptospirillum,sp,Leptospirillum_sp
GCF_001187505.1_Mycolicibacterium_goodii,Mycolicibacterium,goodii,Mycolicibacterium_goodii
GCF_001187595.1_Anoxybacillus_gonensis,Anoxybacillus,gonensis,Anoxybacillus_gonensis
GCF_001187615.2_Thermoactinomyces_vulgaris,Thermoactinomyces,vulgaris,Thermoactinomyces_vulgaris
GCF_001187785.1_Wenzhouxiangella_marina,Wenzhouxiangella,marina,Wenzhouxiangella_marina
GCF_001187845.1_Octadecabacter_temperatus,Octadecabacter,temperatus,Octadecabacter_temperatus
GCF_001188185.2_Vibrio_parahaemolyticus,Vibrio,parahaemolyticus,Vibrio_parahaemolyticus
GCF_001189295.1_Chondromyces_crocatus,Chondromyces,crocatus,Chondromyces_crocatus
GCF_001189515.2_Olsenella_sp__oral_taxon_807,Olsenella,sp,Olsenella_sp
GCF_001189535.1_Arsenicicoccus_sp__oral_taxon_190,Arsenicicoccus,sp,Arsenicicoccus_sp
GCF_001189555.1_Selenomonas_sp__oral_taxon_478,Selenomonas,sp,Selenomonas_sp
GCF_001190745.1_Campylobacter_gracilis,Campylobacter,gracilis,Campylobacter_gracilis
GCF_001190925.1_Azoarcus_sp__CIB,Azoarcus,sp,Azoarcus_sp
GCF_001190945.1_Luteipulveratus_mongoliensis,Luteipulveratus,mongoliensis,Luteipulveratus_mongoliensis
GCF_001242845.1_Candidatus_Westeberhardia_cardiocondylae,Candidatus,Westeberhardia,Candidatus_Westeberhardia
GCF_001262015.1_Prevotella_fusca_JCM_17724,Prevotella,fusca,Prevotella_fusca
GCF_001262035.1_Aggregatibacter_aphrophilus,Aggregatibacter,aphrophilus,Aggregatibacter_aphrophilus
GCF_001262055.1_Schaalia_meyeri,Schaalia,meyeri,Schaalia_meyeri
GCF_001262075.1_Ottowia_sp__oral_taxon_894,Ottowia,sp,Ottowia_sp
GCF_001262715.1_Spiroplasma_turonicum,Spiroplasma,turonicum,Spiroplasma_turonicum
GCF_001263175.1_Vulgatibacter_incomptus,Vulgatibacter,incomptus,Vulgatibacter_incomptus
GCF_001263205.1_Labilithrix_luteola,Labilithrix,luteola,Labilithrix_luteola
GCF_001263395.1_Bifidobacterium_actinocoloniiforme_DSM_22766,Bifidobacterium,actinocoloniiforme,Bifidobacterium_actinocoloniiforme
GCF_001263815.1_Porphyromonas_gingivalis,Porphyromonas,gingivalis,Porphyromonas_gingivalis
GCF_001264245.1_Microcystis_panniformis_FACHB-1757,Microcystis,panniformis,Microcystis_panniformis
GCF_001267155.1_Spiroplasma_litorale,Spiroplasma,litorale,Spiroplasma_litorale
GCF_001267175.1_Thiopseudomonas_alkaliphila,Thiopseudomonas,alkaliphila,Thiopseudomonas_alkaliphila
GCF_001267405.1_Neomoorella_thermoacetica,Neomoorella,thermoacetica,Neomoorella_thermoacetica
GCF_001267925.1_Herbaspirillum_hiltneri_N3,Herbaspirillum,hiltneri,Herbaspirillum_hiltneri
GCF_001271345.1_Chelatococcus_sp__CO-6,Chelatococcus,sp,Chelatococcus_sp
GCF_001272655.2_Paenibacillus_peoriae,Paenibacillus,peoriae,Paenibacillus_peoriae
GCF_001272875.1_Mycoplasmoides_pneumoniae,Mycoplasmoides,pneumoniae,Mycoplasmoides_pneumoniae
GCF_001273775.1_Nitrospira_moscoviensis,Nitrospira,moscoviensis,Nitrospira_moscoviensis
GCF_001273795.1_Rickettsia_amblyommatis,Rickettsia,amblyommatis,Rickettsia_amblyommatis
GCF_001274515.1_Candidatus_Carsonella_ruddii,Candidatus,Carsonella,Candidatus_Carsonella
GCF_001274535.1_Leptotrichia_sp__oral_taxon_212,Leptotrichia,sp,Leptotrichia_sp
GCF_001274595.1_Stenotrophomonas_maltophilia,Stenotrophomonas,maltophilia,Stenotrophomonas_maltophilia
GCF_001274875.1_Spiroplasma_kunkelii_CR2-3x,Spiroplasma,kunkelii,Spiroplasma_kunkelii
GCF_001274895.1_Corynebacterium_lactis_RW2-5,Corynebacterium,lactis,Corynebacterium_lactis
GCF_001275345.1_Kocuria_palustris,Kocuria,palustris,Kocuria_palustris
GCF_001275365.1_Francisella_persica_ATCC_VR-331,Francisella,persica,Francisella_persica
GCF_001277255.1_Cronobacter_condimenti_1330,Cronobacter,condimenti,Cronobacter_condimenti
GCF_001277995.1_Corynebacterium_deserti_GIMN1_010,Corynebacterium,deserti,Corynebacterium_deserti
GCF_001278035.1_Sphingopyxis_sp__113P3,Sphingopyxis,sp,Sphingopyxis_sp
GCF_001278055.1_Desulfuromonas_soudanensis,Desulfuromonas,soudanensis,Desulfuromonas_soudanensis
GCF_001278075.1_Streptomyces_pristinaespiralis,Streptomyces,pristinaespiralis,Streptomyces_pristinaespiralis
GCF_001280205.1_Clavibacter_capsici,Clavibacter,capsici,Clavibacter_capsici
GCF_001281005.1_Citrobacter_portucalensis,Citrobacter,portucalensis,Citrobacter_portucalensis
GCF_001281045.1_Spiroplasma_cantharicola,Spiroplasma,cantharicola,Spiroplasma_cantharicola
GCF_001281065.1_Cutibacterium_acnes,Cutibacterium,acnes,Cutibacterium_acnes
GCF_001281345.1_Bifidobacterium_bifidum,Bifidobacterium,bifidum,Bifidobacterium_bifidum
GCF_001281385.1_Candidatus_Pseudothioglobus_singularis_PS1,Candidatus,Pseudothioglobus,Candidatus_Pseudothioglobus
GCF_001281405.1_Bartonella_ancashensis,Bartonella,ancashensis,Bartonella_ancashensis
GCF_001281425.1_Bifidobacterium_breve,Bifidobacterium,breve,Bifidobacterium_breve
GCF_001281485.1_Altererythrobacter_epoxidivorans,Altererythrobacter,epoxidivorans,Altererythrobacter_epoxidivorans
GCF_001281505.1_Lawsonella_clevelandensis,Lawsonella,clevelandensis,Lawsonella_clevelandensis
GCF_001293165.1_Candidatus_Thioglobus_autotrophicus,Candidatus,Thioglobus,Candidatus_Thioglobus
GCF_001294575.1_Pseudomonas_versuta,Pseudomonas,versuta,Pseudomonas_versuta
GCF_001295365.1_Parageobacillus_thermoglucosidasius,Parageobacillus,thermoglucosidasius,Parageobacillus_thermoglucosidasius
GCF_001296085.1_Fusobacterium_animalis,Fusobacterium,animalis,Fusobacterium_animalis
GCF_001298465.1_Campylobacter_concisus,Campylobacter,concisus,Campylobacter_concisus
GCF_001298485.1_Enterococcus_faecium,Enterococcus,faecium,Enterococcus_faecium
GCF_001298525.1_Psychrobacter_urativorans,Psychrobacter,urativorans,Psychrobacter_urativorans
GCF_001299555.1_Ralstonia_solanacearum,Ralstonia,solanacearum,Ralstonia_solanacearum
GCF_001302565.1_Glutamicibacter_halophytocola,Glutamicibacter,halophytocola,Glutamicibacter_halophytocola
GCF_001302585.1_Kibdelosporangium_phytohabitans,Kibdelosporangium,phytohabitans,Kibdelosporangium_phytohabitans
GCF_001304735.1_Clostridium_perfringens,Clostridium,perfringens,Clostridium_perfringens
GCF_001304795.1_Citromicrobium_sp__JL477,Citromicrobium,sp,Citromicrobium_sp
GCF_001305575.3_Beggiatoa_leptomitoformis,Beggiatoa,leptomitoformis,Beggiatoa_leptomitoformis
GCF_001305595.1_Azospirillum_thiophilum,Azospirillum,thiophilum,Azospirillum_thiophilum
GCF_001305615.1_Actibacterium_sp__EMB200-NS6,Actibacterium,sp,Actibacterium_sp
GCF_001305675.1_Gordonia_phthalatica,Gordonia,phthalatica,Gordonia_phthalatica
GCF_001307195.1_Acinetobacter_equi,Acinetobacter,equi,Acinetobacter_equi
GCF_001307295.1_Sphingopyxis_macrogoltabida,Sphingopyxis,macrogoltabida,Sphingopyxis_macrogoltabida
GCF_001307475.2_Brucella_melitensis,Brucella,melitensis,Brucella_melitensis
GCF_001307545.1_Mycolicibacterium_fortuitum,Mycolicibacterium,fortuitum,Mycolicibacterium_fortuitum
GCF_001307805.1_Lentibacillus_amyloliquefaciens,Lentibacillus,amyloliquefaciens,Lentibacillus_amyloliquefaciens
GCF_001308145.2_Weissella_cibaria,Weissella,cibaria,Weissella_cibaria
GCF_001308265.1_Celeribacter_marinus,Celeribacter,marinus,Celeribacter_marinus
GCF_001310085.1_Rufibacter_tibetensis,Rufibacter,tibetensis,Rufibacter_tibetensis
GCF_001310225.1_Pseudalgibacter_alginicilyticus,Pseudalgibacter,alginicilyticus,Pseudalgibacter_alginicilyticus
GCF_001310255.1_Brevundimonas_sp__DS20,Brevundimonas,sp,Brevundimonas_sp
GCF_001310575.2_Vibrio_owensii,Vibrio,owensii,Vibrio_owensii
GCF_001314945.1_Apilactobacillus_kunkeei,Apilactobacillus,kunkeei,Apilactobacillus_kunkeei
GCF_001314975.1_Bacteroides_thetaiotaomicron,Bacteroides,thetaiotaomicron,Bacteroides_thetaiotaomicron
GCF_001314995.1_Bacteroides_ovatus,Bacteroides,ovatus,Bacteroides_ovatus
GCF_001315015.1_Azospirillum_brasilense,Azospirillum,brasilense,Azospirillum_brasilense
GCF_001318295.1_Candidatus_Xiphinematobacter_sp__Idaho_Grape,Candidatus,Xiphinematobacter,Candidatus_Xiphinematobacter
GCF_001318345.1_Bacteroides_cellulosilyticus,Bacteroides,cellulosilyticus,Bacteroides_cellulosilyticus
GCF_001399515.1_Ketogulonicigenium_vulgare,Ketogulonicigenium,vulgare,Ketogulonicigenium_vulgare
GCF_001399775.1_Thermus_aquaticus_Y51MC23,Thermus,aquaticus,Thermus_aquaticus
GCF_001402875.1_Blastochloris_viridis,Blastochloris,viridis,Blastochloris_viridis
GCF_001402915.1_Devosia_sp__A16,Devosia,sp,Devosia_sp
GCF_001411765.2_Pediococcus_pentosaceus,Pediococcus,pentosaceus,Pediococcus_pentosaceus
GCF_001412535.1_Limnohabitans_sp__63ED37-2,Limnohabitans,sp,Limnohabitans_sp
GCF_001414055.1_Caulobacter_henricii,Caulobacter,henricii,Caulobacter_henricii
GCF_001420915.1_Agarivorans_gilvus,Agarivorans,gilvus,Agarivorans_gilvus
GCF_001420995.1_Pseudonocardia_sp__EC080619-01,Pseudonocardia,sp,Pseudonocardia_sp
GCF_001421015.2_Paenibacillus_bovis,Paenibacillus,bovis,Paenibacillus_bovis
GCF_001430825.1_Sediminicola_sp__YIK13,Sediminicola,sp,Sediminicola_sp
GCF_001430865.1_Nonlabens_sp__MIC269,Nonlabens,sp,Nonlabens_sp
GCF_001431725.1_Halomonas_huangheensis,Halomonas,huangheensis,Halomonas_huangheensis
GCF_001431765.1_Streptomyces_sp__FR-008,Streptomyces,sp,Streptomyces_sp
GCF_001432245.1_Staphylococcus_equorum,Staphylococcus,equorum,Staphylococcus_equorum
GCF_001433955.1_Fusobacterium_polymorphum,Fusobacterium,polymorphum,Fusobacterium_polymorphum
GCF_001439585.2_Aneurinibacillus_sp__XH2,Aneurinibacillus,sp,Aneurinibacillus_sp
GCF_001441165.1_Acidipropionibacterium_acidipropionici,Acidipropionibacterium,acidipropionici,Acidipropionibacterium_acidipropionici
GCF_001442475.1_Rickettsia_rhipicephali,Rickettsia,rhipicephali,Rickettsia_rhipicephali
GCF_001442535.1_Lysobacter_antibioticus,Lysobacter,antibioticus,Lysobacter_antibioticus
GCF_001442755.1_Aureimonas_sp__AU20,Aureimonas,sp,Aureimonas_sp
GCF_001442785.1_Lysobacter_capsici,Lysobacter,capsici,Lysobacter_capsici
GCF_001442805.1_Lysobacter_gummosus,Lysobacter,gummosus,Lysobacter_gummosus
GCF_001442815.2_Staphylococcus_agnetis,Staphylococcus,agnetis,Staphylococcus_agnetis
GCF_001443605.1_Salinivirga_cyanobacteriivorans,Salinivirga,cyanobacteriivorans,Salinivirga_cyanobacteriivorans
GCF_001443645.1_Lactiplantibacillus_paraplantarum,Lactiplantibacillus,paraplantarum,Lactiplantibacillus_paraplantarum
GCF_001444365.1_Colwellia_sp__MT41,Colwellia,sp,Colwellia_sp
GCF_001444405.1_Pseudoalteromonas_phenolica,Pseudoalteromonas,phenolica,Pseudoalteromonas_phenolica
GCF_001444425.1_Pseudohongiella_spirulinae,Pseudohongiella,spirulinae,Pseudohongiella_spirulinae
GCF_001444445.1_Hoylesella_enoeca,Hoylesella,enoeca,Hoylesella_enoeca
GCF_001446255.1_Bifidobacterium_longum_subsp__longum,Bifidobacterium,longum,Bifidobacterium_longum
GCF_001447335.1_Aeromonas_schubertii,Aeromonas,schubertii,Aeromonas_schubertii
GCF_001447915.1_Candidatus_Karelsulcia_muelleri,Candidatus,Karelsulcia,Candidatus_Karelsulcia
GCF_001449005.1_Paraburkholderia_caribensis,Paraburkholderia,caribensis,Paraburkholderia_caribensis
GCF_001454945.1_Intestinimonas_butyriciproducens,Intestinimonas,butyriciproducens,Intestinimonas_butyriciproducens
GCF_001455145.1_Fusobacterium_hwasookii_ChDC_F174,Fusobacterium,hwasookii,Fusobacterium_hwasookii
GCF_001455205.1_Nitrosomonas_ureae,Nitrosomonas,ureae,Nitrosomonas_ureae
GCF_001455325.1_Pseudoalteromonas_issachenkonii,Pseudoalteromonas,issachenkonii,Pseudoalteromonas_issachenkonii
GCF_001456065.2_Clostridium_butyricum,Clostridium,butyricum,Clostridium_butyricum
GCF_001456115.1_Sphingobium_baderi,Sphingobium,baderi,Sphingobium_baderi
GCF_001456195.2_Xylella_fastidiosa,Xylella,fastidiosa,Xylella_fastidiosa
GCF_001456355.1_Mycobacteroides_saopaulense,Mycobacteroides,saopaulense,Mycobacteroides_saopaulense
GCF_001457455.1_Corynebacterium_diphtheriae,Corynebacterium,diphtheriae,Corynebacterium_diphtheriae
GCF_001457475.1_Achromobacter_xylosoxidans,Achromobacter,xylosoxidans,Achromobacter_xylosoxidans
GCF_001458475.1_Kingella_kingae,Kingella,kingae,Kingella_kingae
GCF_001458695.1_Candidatus_Nitrospira_inopinata,Candidatus,Nitrospira,Candidatus_Nitrospira
GCF_001460635.1_Helicobacter_typhlonius,Helicobacter,typhlonius,Helicobacter_typhlonius
GCF_001465255.1_Paenibacillus_naphthalenovorans,Paenibacillus,naphthalenovorans,Paenibacillus_naphthalenovorans
GCF_001465545.3_Pandoraea_norimbergensis,Pandoraea,norimbergensis,Pandoraea_norimbergensis
GCF_001465795.2_Planococcus_rifietoensis,Planococcus,rifietoensis,Planococcus_rifietoensis
GCF_001465835.2_Planococcus_kocurii,Planococcus,kocurii,Planococcus_kocurii
GCF_001466415.2_Chlamydia_pecorum,Chlamydia,pecorum,Chlamydia_pecorum
GCF_001466725.1_Lacimicrobium_alkaliphilum,Lacimicrobium,alkaliphilum,Lacimicrobium_alkaliphilum
GCF_001469735.1_Vibrio_alginolyticus,Vibrio,alginolyticus,Vibrio_alginolyticus
GCF_001477625.1_Paucibacter_sp__KCTC_42545,Paucibacter,sp,Paucibacter_sp
GCF_001481655.1_Myroides_odoratimimus,Myroides,odoratimimus,Myroides_odoratimimus
GCF_001482365.1_Kocuria_flava,Kocuria,flava,Kocuria_flava
GCF_001482385.1_Pseudoalteromonas_rubra,Pseudoalteromonas,rubra,Pseudoalteromonas_rubra
GCF_001483865.1_Roseateles_depolymerans,Roseateles,depolymerans,Roseateles_depolymerans
GCF_001483885.1_Bacillus_amyloliquefaciens,Bacillus,amyloliquefaciens,Bacillus_amyloliquefaciens
GCF_001484065.1_Pannonibacter_phragmitetus,Pannonibacter,phragmitetus,Pannonibacter_phragmitetus
GCF_001484605.1_Pseudarthrobacter_sulfonivorans,Pseudarthrobacter,sulfonivorans,Pseudarthrobacter_sulfonivorans
GCF_001484665.1_Burkholderia_cenocepacia,Burkholderia,cenocepacia,Burkholderia_cenocepacia
GCF_001499615.1_Acetobacter_senegalensis,Acetobacter,senegalensis,Acetobacter_senegalensis
GCF_001506165.1_Pantoea_vagans,Pantoea,vagans,Pantoea_vagans
GCF_001507645.1_Hymenobacter_sedentarius,Hymenobacter,sedentarius,Hymenobacter_sedentarius
GCF_001507665.1_Deinococcus_actinosclerus,Deinococcus,actinosclerus,Deinococcus_actinosclerus
GCF_001509405.1_Aeromicrobium_erythreum,Aeromicrobium,erythreum,Aeromicrobium_erythreum
GCF_001511815.1_Streptomyces_reticuli,Streptomyces,reticuli,Streptomyces_reticuli
GCF_001513675.1_Microbacterium_sp__XT11,Microbacterium,sp,Microbacterium_sp
GCF_001513745.1_Burkholderia_humptydooensis,Burkholderia,humptydooensis,Burkholderia_humptydooensis
GCF_001517405.1_Duffyella_gerundensis,Duffyella,gerundensis,Duffyella_gerundensis
GCF_001518795.1_Aerococcus_urinaeequi,Aerococcus,urinaeequi,Aerococcus_urinaeequi
GCF_001518815.1_Pseudomonas_oryzihabitans,Pseudomonas,oryzihabitans,Pseudomonas_oryzihabitans
GCF_001518835.1_Leclercia_adecarboxylata,Leclercia,adecarboxylata,Leclercia_adecarboxylata
GCF_001518855.1_Shigella_sonnei,Shigella,sonnei,Shigella_sonnei
GCF_001522635.2_Burkholderia_mayonis,Burkholderia,mayonis,Burkholderia_mayonis
GCF_001524445.2_Burkholderia_savannae,Burkholderia,savannae,Burkholderia_savannae
GCF_001534645.1_Flavobacterium_covae,Flavobacterium,covae,Flavobacterium_covae
GCF_001534665.1_Candidatus_Arsenophonus_lipoptenae,Candidatus,Arsenophonus,Candidatus_Arsenophonus
GCF_001534745.1_Pseudomonas_alabamensis,Pseudomonas,alabamensis,Pseudomonas_alabamensis
GCF_001534765.1_Kurthia_sp__11kri321,Kurthia,sp,Kurthia_sp
GCF_001535545.1_Thermus_parvatiensis,Thermus,parvatiensis,Thermus_parvatiensis
GCF_001542565.1__Arthrobacter__sp__ATCC_21022,,Arthrobacter,_Arthrobacter
GCF_001542625.1_Streptomyces_griseochromogenes,Streptomyces,griseochromogenes,Streptomyces_griseochromogenes
GCF_001542775.1_Microterricola_viridarii,Microterricola,viridarii,Microterricola_viridarii
GCF_001543055.1_Pantoea_ananatis,Pantoea,ananatis,Pantoea_ananatis
GCF_001543105.1_Aerococcus_christensenii,Aerococcus,christensenii,Aerococcus_christensenii
GCF_001543145.1_Aerococcus_sanguinicola,Aerococcus,sanguinicola,Aerococcus_sanguinicola
GCF_001543175.1_Aerococcus_urinae,Aerococcus,urinae,Aerococcus_urinae
GCF_001543245.1_Aerococcus_urinaehominis,Aerococcus,urinaehominis,Aerococcus_urinaehominis
GCF_001543285.1_Aerococcus_viridans,Aerococcus,viridans,Aerococcus_viridans
GCF_001543325.1_Lutibacter_profundi,Lutibacter,profundi,Lutibacter_profundi
GCF_001543345.1_Turicibacter_sp__H121,Turicibacter,sp,Turicibacter_sp
GCF_001544015.1_Limnochorda_pilosa,Limnochorda,pilosa,Limnochorda_pilosa
GCF_001545095.1_Erysipelothrix_larvae,Erysipelothrix,larvae,Erysipelothrix_larvae
GCF_001545155.1_Halomonas_chromatireducens,Halomonas,chromatireducens,Halomonas_chromatireducens
