genome_id,genus,species,full_name
GCF_002215075.1_Brevibacillus_formosus_6mer,Brevibacillus,formosus,Brevibacillus_formosus
GCF_002215215.1_Granulosicoccus_antarcticus_IMCC3135_6mer,Granulosicoccus,antarcticus,Granulosicoccus_antarcticus
GCF_002215585.1_Shewanella_marisflavi_6mer,Shewanella,marisflavi,Shewanella_marisflavi
GCF_002216145.1_Neisseria_chenwenguii_6mer,Neisseria,chenwenguii,Neisseria_chenwenguii
GCF_002216685.1_Vibrio_tarriae_6mer,Vibrio,tarriae,Vibrio_tarriae
GCF_002216705.1_Enterococcus_mundtii_6mer,Enterococcus,mundtii,Enterococcus_mundtii
GCF_002216775.1_Virgibacillus_phasianinus_6mer,Virgibacillus,phasianinus,Virgibacillus_phasianinus
GCF_002216795.1_Brachybacterium_avium_6mer,Brachybacterium,avium,Brachybacterium_avium
GCF_002216855.1_Paraphotobacterium_marinum_6mer,Paraphotobacterium,marinum,Paraphotobacterium_marinum
GCF_002216875.1_Shewanella_bicestrii_6mer,Shewanella,bicestrii,Shewanella_bicestrii
GCF_002217795.2_Aquitalea_magnusonii_6mer,Aquitalea,magnusonii,Aquitalea_magnusonii
GCF_002218025.2_Vibrio_casei_6mer,Vibrio,casei,Vibrio_casei
GCF_002218045.2_Vibrio_rumoiensis_6mer,Vibrio,rumoiensis,Vibrio_rumoiensis
GCF_002220155.1_Azotobacter_chroococcum_6mer,Azotobacter,chroococcum,Azotobacter_chroococcum
GCF_002221505.1_Pseudoalteromonas_nigrifaciens_6mer,Pseudoalteromonas,nigrifaciens,Pseudoalteromonas_nigrifaciens
GCF_002221525.1_Pseudoalteromonas_espejiana_DSM_9414_6mer,Pseudoalteromonas,espejiana,Pseudoalteromonas_espejiana
GCF_002222615.2_Bacteroides_caccae_6mer,Bacteroides,caccae,Bacteroides_caccae
GCF_002222635.1_Pseudosulfitobacter_pseudonitzschiae_6mer,Pseudosulfitobacter,pseudonitzschiae,Pseudosulfitobacter_pseudonitzschiae
GCF_002222655.1_Vitreoscilla_filiformis_6mer,Vitreoscilla,filiformis,Vitreoscilla_filiformis
GCF_002224365.1_Virgibacillus_necropolis_6mer,Virgibacillus,necropolis,Virgibacillus_necropolis
GCF_002224565.1_Latilactobacillus_sakei_6mer,Latilactobacillus,sakei,Latilactobacillus_sakei
GCF_002224645.1_Dehalobacterium_formicoaceticum_6mer,Dehalobacterium,formicoaceticum,Dehalobacterium_formicoaceticum
GCF_002234495.1_Arenibacter_algicola_6mer,Arenibacter,algicola,Arenibacter_algicola
GCF_002234535.1_Actinoalloteichus_hoggarensis_6mer,Actinoalloteichus,hoggarensis,Actinoalloteichus_hoggarensis
GCF_002234575.2_Enterocloster_bolteae_6mer,Enterocloster,bolteae,Enterocloster_bolteae
GCF_002237445.1_Neisseria_sp__KEM232_6mer,Neisseria,sp,Neisseria_sp
GCF_002237535.1_Bacterioplanes_sanyensis_6mer,Bacterioplanes,sanyensis,Bacterioplanes_sanyensis
GCF_002237555.1_Antarctobacter_heliothermus_6mer,Antarctobacter,heliothermus,Antarctobacter_heliothermus
GCF_002237575.1_Spiroplasma_corruscae_6mer,Spiroplasma,corruscae,Spiroplasma_corruscae
GCF_002237615.1_Qipengyuania_flava_6mer,Qipengyuania,flava,Qipengyuania_flava
GCF_002238335.1_Campylobacter_avium_LMG_24591_6mer,Campylobacter,avium,Campylobacter_avium
GCF_002240035.1_Legionella_clemsonensis_6mer,Legionella,clemsonensis,Legionella_clemsonensis
GCF_002240205.1_Prosthecochloris_sp__GSB1_6mer,Prosthecochloris,sp,Prosthecochloris_sp
GCF_002240355.1_Prauserella_marina_6mer,Prauserella,marina,Prauserella_marina
GCF_002240375.2_Ligilactobacillus_agilis_6mer,Ligilactobacillus,agilis,Ligilactobacillus_agilis
GCF_002240415.1_Paenibacillus_kribbensis_6mer,Paenibacillus,kribbensis,Paenibacillus_kribbensis
GCF_002243515.1_Tumebacillus_algifaecis_6mer,Tumebacillus,algifaecis,Tumebacillus_algifaecis
GCF_002243625.1_Aeribacillus_pallidus_6mer,Aeribacillus,pallidus,Aeribacillus_pallidus
GCF_002243665.1_Geobacillus_thermocatenulatus_6mer,Geobacillus,thermocatenulatus,Geobacillus_thermocatenulatus
GCF_002249995.1_Citrobacter_farmeri_6mer,Citrobacter,farmeri,Citrobacter_farmeri
GCF_002250055.1_Sutcliffiella_cohnii_6mer,Sutcliffiella,cohnii,Sutcliffiella_cohnii
GCF_002250075.1_Thermoanaerobacterium_thermosaccharolyticum_6mer,Thermoanaerobacterium,thermosaccharolyticum,Thermoanaerobacterium_thermosaccharolyticum
GCF_002250745.2_Kocuria_varians_6mer,Kocuria,varians,Kocuria_varians
GCF_002257545.1_Vibrio_qinghaiensis_6mer,Vibrio,qinghaiensis,Vibrio_qinghaiensis
GCF_002257565.1_Herbaspirillum_sp__meg3_6mer,Herbaspirillum,sp,Herbaspirillum_sp
GCF_002257585.1_Mucilaginibacter_xinganensis_6mer,Mucilaginibacter,xinganensis,Mucilaginibacter_xinganensis
GCF_002257605.1_Parabacteroides_sp__CT06_6mer,Parabacteroides,sp,Parabacteroides_sp
GCF_002257695.2_Sporomusa_acidovorans_DSM_3132_6mer,Sporomusa,acidovorans,Sporomusa_acidovorans
GCF_002257705.2_Sporomusa_silvacetica_DSM_10669_6mer,Sporomusa,silvacetica,Sporomusa_silvacetica
GCF_002263255.2_Gallibacterium_anatis_6mer,Gallibacterium,anatis,Gallibacterium_anatis
GCF_002263495.1_Nocardiopsis_gilva_YIM_90087_6mer,Nocardiopsis,gilva,Nocardiopsis_gilva
GCF_002263515.1_Actinopolyspora_erythraea_6mer,Actinopolyspora,erythraea,Actinopolyspora_erythraea
GCF_002266435.3_Bradyrhizobium_amphicarpaeae_6mer,Bradyrhizobium,amphicarpaeae,Bradyrhizobium_amphicarpaeae
GCF_002266465.3_Bradyrhizobium_symbiodeficiens_6mer,Bradyrhizobium,symbiodeficiens,Bradyrhizobium_symbiodeficiens
GCF_002269255.1_Klebsiella_quasivariicola_6mer,Klebsiella,quasivariicola,Klebsiella_quasivariicola
GCF_002269345.1_Tsuneonella_mangrovi_6mer,Tsuneonella,mangrovi,Tsuneonella_mangrovi
GCF_002269365.1_Rhodococcus_pyridinivorans_6mer,Rhodococcus,pyridinivorans,Rhodococcus_pyridinivorans
GCF_002269385.1_Maribacter_cobaltidurans_6mer,Maribacter,cobaltidurans,Maribacter_cobaltidurans
GCF_002276165.1_Cytobacillus_kochii_6mer,Cytobacillus,kochii,Cytobacillus_kochii
GCF_002277935.1_Enterococcus_durans_6mer,Enterococcus,durans,Enterococcus_durans
GCF_002277955.1_Thermogutta_terrifontis_6mer,Thermogutta,terrifontis,Thermogutta_terrifontis
GCF_002278035.1_Ochrobactrum_quorumnocens_6mer,Ochrobactrum,quorumnocens,Ochrobactrum_quorumnocens
GCF_002278075.1_Paraburkholderia_aromaticivorans_6mer,Paraburkholderia,aromaticivorans,Paraburkholderia_aromaticivorans
GCF_002278135.3_Bradyrhizobium_ottawaense_6mer,Bradyrhizobium,ottawaense,Bradyrhizobium_ottawaense
GCF_002282915.1_Bifidobacterium_pseudolongum_6mer,Bifidobacterium,pseudolongum,Bifidobacterium_pseudolongum
GCF_002285495.1_Clostridium_isatidis_6mer,Clostridium,isatidis,Clostridium_isatidis
GCF_002285515.1_Xanthomonas_hortorum_6mer,Xanthomonas,hortorum,Xanthomonas_hortorum
GCF_002285635.2_Chryseobacterium_piperi_6mer,Chryseobacterium,piperi,Chryseobacterium_piperi
GCF_002285675.1_Mycobacterium_intracellulare_6mer,Mycobacterium,intracellulare,Mycobacterium_intracellulare
GCF_002285715.1_Mycobacterium_marseillense_6mer,Mycobacterium,marseillense,Mycobacterium_marseillense
GCF_002285795.1_Plantactinospora_sp__KBS50_6mer,Plantactinospora,sp,Plantactinospora_sp
GCF_002285855.1_Candidatus_Hamiltonella_defensa__Bemisia_tabaci__6mer,Candidatus,Hamiltonella,Candidatus_Hamiltonella
GCF_002285905.1_Rickettsia_sp__MEAM1__Bemisia_tabaci__6mer,Rickettsia,sp,Rickettsia_sp
GCF_002285935.1_Aeromonas_dhakensis_6mer,Aeromonas,dhakensis,Aeromonas_dhakensis
GCF_002287505.1_Corynebacterium_glaucum_6mer,Corynebacterium,glaucum,Corynebacterium_glaucum
GCF_002287885.2_Candidatus_Nanopelagicus_limnae_6mer,Candidatus,Nanopelagicus,Candidatus_Nanopelagicus
GCF_002288025.1_Taylorella_equigenitalis_6mer,Taylorella,equigenitalis,Taylorella_equigenitalis
GCF_002288285.1_Sphingobium_xenophagum_6mer,Sphingobium,xenophagum,Sphingobium_xenophagum
GCF_002288365.1_Candidatus_Planktophila_limnetica_6mer,Candidatus,Planktophila,Candidatus_Planktophila
GCF_002288505.1_Sinorhizobium_sp__CCBAU_05631_6mer,Sinorhizobium,sp,Sinorhizobium_sp
GCF_002288525.1_Sinorhizobium_sojae_CCBAU_05684_6mer,Sinorhizobium,sojae,Sinorhizobium_sojae
GCF_002288545.1_Pectobacterium_polaris_6mer,Pectobacterium,polaris,Pectobacterium_polaris
GCF_002290025.1_Enterococcus_thailandicus_6mer,Enterococcus,thailandicus,Enterococcus_thailandicus
GCF_002290085.1_Mesoplasma_chauliocola_6mer,Mesoplasma,chauliocola,Mesoplasma_chauliocola
GCF_002291405.1_Variovorax_boronicumulans_6mer,Variovorax,boronicumulans,Variovorax_boronicumulans
GCF_002291425.1_Gibbsiella_quercinecans_6mer,Gibbsiella,quercinecans,Gibbsiella_quercinecans
GCF_002291445.1_Brenneria_goodwinii_6mer,Brenneria,goodwinii,Brenneria_goodwinii
GCF_002302395.1_Capnocytophaga_sputigena_6mer,Capnocytophaga,sputigena,Capnocytophaga_sputigena
GCF_002302415.1_Capnocytophaga_gingivalis_6mer,Capnocytophaga,gingivalis,Capnocytophaga_gingivalis
GCF_002302445.1_Capnocytophaga_canimorsus_6mer,Capnocytophaga,canimorsus,Capnocytophaga_canimorsus
GCF_002302475.1_Capnocytophaga_cynodegmi_6mer,Capnocytophaga,cynodegmi,Capnocytophaga_cynodegmi
GCF_002302615.1_Capnocytophaga_leadbetteri_6mer,Capnocytophaga,leadbetteri,Capnocytophaga_leadbetteri
GCF_002302635.1_Capnocytophaga_stomatis_6mer,Capnocytophaga,stomatis,Capnocytophaga_stomatis
GCF_002305875.1_Cystobacter_fuscus_6mer,Cystobacter,fuscus,Cystobacter_fuscus
GCF_002309555.1_Pseudomonas_mosselii_6mer,Pseudomonas,mosselii,Pseudomonas_mosselii
GCF_002310295.2_Caulobacter_vibrioides_6mer,Caulobacter,vibrioides,Caulobacter_vibrioides
GCF_002310475.1_Pseudolactococcus_raffinolactis_6mer,Pseudolactococcus,raffinolactis,Pseudolactococcus_raffinolactis
GCF_002310495.1_Nibricoccus_aquaticus_6mer,Nibricoccus,aquaticus,Nibricoccus_aquaticus
GCF_002310815.1_Pseudoalteromonas_tunicata_6mer,Pseudoalteromonas,tunicata,Pseudoalteromonas_tunicata
GCF_002310835.1_Pseudoalteromonas_tetraodonis_6mer,Pseudoalteromonas,tetraodonis,Pseudoalteromonas_tetraodonis
GCF_002327085.1_Neisseria_weixii_6mer,Neisseria,weixii,Neisseria_weixii
GCF_002327105.1_Luteimonas_chenhongjianii_6mer,Luteimonas,chenhongjianii,Luteimonas_chenhongjianii
GCF_002327145.1_Janthinobacterium_svalbardensis_6mer,Janthinobacterium,svalbardensis,Janthinobacterium_svalbardensis
GCF_002327185.1_Clostridium_chauvoei_6mer,Clostridium,chauvoei,Clostridium_chauvoei
GCF_002334685.1_Desulfovibrio_sp__G11_6mer,Desulfovibrio,sp,Desulfovibrio_sp
GCF_002354875.1_Actinosynnema_pretiosum_6mer,Actinosynnema,pretiosum,Actinosynnema_pretiosum
GCF_002354895.1_Thauera_sp__K11_6mer,Thauera,sp,Thauera_sp
GCF_002355155.1_Corynebacterium_suranareeae_6mer,Corynebacterium,suranareeae,Corynebacterium_suranareeae
GCF_002355215.1_Streptococcus_troglodytae_6mer,Streptococcus,troglodytae,Streptococcus_troglodytae
GCF_002355275.1_Rhizorhabdus_dicambivorans_6mer,Rhizorhabdus,dicambivorans,Rhizorhabdus_dicambivorans
GCF_002355335.1_Variibacter_gotjawalensis_6mer,Variibacter,gotjawalensis,Variibacter_gotjawalensis
GCF_002355375.1_Aneurinibacillus_soli_6mer,Aneurinibacillus,soli,Aneurinibacillus_soli
GCF_002355395.1_Microcella_alkaliphila_6mer,Microcella,alkaliphila,Microcella_alkaliphila
GCF_002355415.1_Sulfurifustis_variabilis_6mer,Sulfurifustis,variabilis,Sulfurifustis_variabilis
GCF_002355435.1_Mucilaginibacter_gotjawali_6mer,Mucilaginibacter,gotjawali,Mucilaginibacter_gotjawali
GCF_002355475.1_Metapseudomonas_furukawaii_6mer,Metapseudomonas,furukawaii,Metapseudomonas_furukawaii
GCF_002355515.1_Methylorubrum_populi_6mer,Methylorubrum,populi,Methylorubrum_populi
GCF_002355535.1_Aurantimicrobium_minutum_6mer,Aurantimicrobium,minutum,Aurantimicrobium_minutum
GCF_002355555.1_Hafnia_sp__CBA7124_6mer,Hafnia,sp,Hafnia_sp
GCF_002355575.1_Lactococcus_formosensis_6mer,Lactococcus,formosensis,Lactococcus_formosensis
GCF_002355595.1_Filimonas_lacunae_6mer,Filimonas,lacunae,Filimonas_lacunae
GCF_002355735.1_Sulfuricaulis_limicola_6mer,Sulfuricaulis,limicola,Sulfuricaulis_limicola
GCF_002355855.1_Sphingobium_cloacae_6mer,Sphingobium,cloacae,Sphingobium_cloacae
GCF_002355955.1_Candidatus_Desulfovibrio_trichonymphae_6mer,Candidatus,Desulfovibrio,Candidatus_Desulfovibrio
GCF_002356075.1_Mycoplasmopsis_bovigenitalium_6mer,Mycoplasmopsis,bovigenitalium,Mycoplasmopsis_bovigenitalium
GCF_002356115.1_Candidatus_Nitrosoglobus_terrae_6mer,Candidatus,Nitrosoglobus,Candidatus_Nitrosoglobus
GCF_002356175.1_Staphylococcus_capitis_6mer,Staphylococcus,capitis,Staphylococcus_capitis
GCF_002356295.1_Labilibaculum_antarcticum_6mer,Labilibaculum,antarcticum,Labilibaculum_antarcticum
GCF_002356315.1_Mycobacterium_shigaense_6mer,Mycobacterium,shigaense,Mycobacterium_shigaense
GCF_002356335.1__Mycobacterium__stephanolepidis_6mer,,Mycobacterium,_Mycobacterium
GCF_002356355.1_Thiohalobacter_thiocyanaticus_6mer,Thiohalobacter,thiocyanaticus,Thiohalobacter_thiocyanaticus
GCF_002356535.2_Pseudomonas_izuensis_6mer,Pseudomonas,izuensis,Pseudomonas_izuensis
GCF_002356555.2_Halorhodospira_halochloris_6mer,Halorhodospira,halochloris,Halorhodospira_halochloris
GCF_002356695.1_Rickettsia_japonica_6mer,Rickettsia,japonica,Rickettsia_japonica
GCF_002369955.1_Ichthyobacterium_seriolicida_6mer,Ichthyobacterium,seriolicida,Ichthyobacterium_seriolicida
GCF_002370085.3_Leptospira_interrogans_6mer,Leptospira,interrogans,Leptospira_interrogans
GCF_002370195.2_Ureibacillus_thermosphaericus_6mer,Ureibacillus,thermosphaericus,Ureibacillus_thermosphaericus
GCF_002370415.1_Leuconostoc_mesenteroides_6mer,Leuconostoc,mesenteroides,Leuconostoc_mesenteroides
GCF_002370525.2_Acinetobacter_guillouiae_6mer,Acinetobacter,guillouiae,Acinetobacter_guillouiae
GCF_002374815.1_Pseudoalteromonas_atlantica_6mer,Pseudoalteromonas,atlantica,Pseudoalteromonas_atlantica
GCF_002374845.2_Wolbachia_pipientis_6mer,Wolbachia,pipientis,Wolbachia_pipientis
GCF_002386265.1_Weissella_paramesenteroides_6mer,Weissella,paramesenteroides,Weissella_paramesenteroides
GCF_002393405.1_Lelliottia_amnigena_6mer,Lelliottia,amnigena,Lelliottia_amnigena
GCF_002393505.1_Providencia_alcalifaciens_6mer,Providencia,alcalifaciens,Providencia_alcalifaciens
GCF_002407065.1_Brachybacterium_ginsengisoli_6mer,Brachybacterium,ginsengisoli,Brachybacterium_ginsengisoli
GCF_002407085.1_Pseudoalteromonas_marina_6mer,Pseudoalteromonas,marina,Pseudoalteromonas_marina
GCF_002407185.1_Brachybacterium_vulturis_6mer,Brachybacterium,vulturis,Brachybacterium_vulturis
GCF_002407205.1_Rhodobacter_sp__CZR27_6mer,Rhodobacter,sp,Rhodobacter_sp
GCF_002407265.1_Celeribacter_ethanolicus_6mer,Celeribacter,ethanolicus,Celeribacter_ethanolicus
GCF_002407485.1_Zobellella_denitrificans_6mer,Zobellella,denitrificans,Zobellella_denitrificans
GCF_002441855.2_Eubacterium_maltosivorans_6mer,Eubacterium,maltosivorans,Eubacterium_maltosivorans
GCF_002441935.1_Mesoplasma_lactucae_ATCC_49193_6mer,Mesoplasma,lactucae,Mesoplasma_lactucae
GCF_002441955.1_Methylomonas_koyamae_6mer,Methylomonas,koyamae,Methylomonas_koyamae
GCF_002442875.1_Halobacteriovorax_marinus_6mer,Halobacteriovorax,marinus,Halobacteriovorax_marinus
GCF_002442895.1_Staphylococcus_nepalensis_6mer,Staphylococcus,nepalensis,Staphylococcus_nepalensis
GCF_002442915.1_Staphylococcus_pasteuri_6mer,Staphylococcus,pasteuri,Staphylococcus_pasteuri
GCF_002443095.1_Bacillus_glycinifermentans_6mer,Bacillus,glycinifermentans,Bacillus_glycinifermentans
GCF_002443115.1_Dermabacter_jinjuensis_6mer,Dermabacter,jinjuensis,Dermabacter_jinjuensis
GCF_002456135.1_Acetobacter_pomorum_6mer,Acetobacter,pomorum,Acetobacter_pomorum
GCF_002499975.2_Alteromonas_pelagimontana_6mer,Alteromonas,pelagimontana,Alteromonas_pelagimontana
GCF_002504165.1_Pacificitalea_manganoxidans_6mer,Pacificitalea,manganoxidans,Pacificitalea_manganoxidans
GCF_002504265.1_Sphingomonas_melonis_6mer,Sphingomonas,melonis,Sphingomonas_melonis
GCF_002504365.1_Mesoplasma_florum_6mer,Mesoplasma,florum,Mesoplasma_florum
GCF_002531755.2_Rhizobium_acidisoli_6mer,Rhizobium,acidisoli,Rhizobium_acidisoli
GCF_002549795.1_Halomonas_beimenensis_6mer,Halomonas,beimenensis,Halomonas_beimenensis
GCF_002549835.1_Acetobacter_tropicalis_6mer,Acetobacter,tropicalis,Acetobacter_tropicalis
GCF_002556545.1_Streptomyces_formicae_6mer,Streptomyces,formicae,Streptomyces_formicae
GCF_002557795.1_Chitinophaga_caeni_6mer,Chitinophaga,caeni,Chitinophaga_caeni
GCF_002568625.1_Nocardia_terpenica_6mer,Nocardia,terpenica,Nocardia_terpenica
GCF_002586945.1_Faecalibacterium_prausnitzii_6mer,Faecalibacterium,prausnitzii,Faecalibacterium_prausnitzii
GCF_002591095.1_Yersinia_frederiksenii_6mer,Yersinia,frederiksenii,Yersinia_frederiksenii
GCF_002688585.1_Candidatus_Fonsibacter_ubiquis_6mer,Candidatus,Fonsibacter,Candidatus_Fonsibacter
GCF_002688605.1_Priestia_aryabhattai_6mer,Priestia,aryabhattai,Priestia_aryabhattai
GCF_002688685.1_Mycoplasmopsis_bovirhinis_6mer,Mycoplasmopsis,bovirhinis,Mycoplasmopsis_bovirhinis
GCF_002734145.1_Faecalibacterium_duncaniae_6mer,Faecalibacterium,duncaniae,Faecalibacterium_duncaniae
GCF_002735945.1_Chromobacterium_violaceum_6mer,Chromobacterium,violaceum,Chromobacterium_violaceum
GCF_002736105.1_Solibacillus_sp__R5-41_6mer,Solibacillus,sp,Solibacillus_sp
GCF_002736145.1_Collinsella_aerofaciens_6mer,Collinsella,aerofaciens,Collinsella_aerofaciens
GCF_002736205.1_Pedobacter_ginsengisoli_6mer,Pedobacter,ginsengisoli,Pedobacter_ginsengisoli
GCF_002741015.1_Microvirga_ossetica_6mer,Microvirga,ossetica,Microvirga_ossetica
GCF_002741055.1_Paenibacillus_ihbetae_6mer,Paenibacillus,ihbetae,Paenibacillus_ihbetae
GCF_002741615.1_Shigella_dysenteriae_6mer,Shigella,dysenteriae,Shigella_dysenteriae
GCF_002741725.1_Rhodococcus_ruber_6mer,Rhodococcus,ruber,Rhodococcus_ruber
GCF_002749615.1_Caulobacter_mirabilis_6mer,Caulobacter,mirabilis,Caulobacter_mirabilis
GCF_002749675.1_Mesoplasma_entomophilum_6mer,Mesoplasma,entomophilum,Mesoplasma_entomophilum
GCF_002752655.1_Methylosinus_trichosporium_OB3b_6mer,Methylosinus,trichosporium,Methylosinus_trichosporium
GCF_002752675.1_Massilia_violaceinigra_6mer,Massilia,violaceinigra,Massilia_violaceinigra
GCF_002752695.1_Chlamydia_psittaci_6mer,Chlamydia,psittaci,Chlamydia_psittaci
GCF_002754815.1_Roseomonas_sp__FDAARGOS_362_6mer,Roseomonas,sp,Roseomonas_sp
GCF_002754935.1_Parathermosynechococcus_lividus_PCC_6715_6mer,Parathermosynechococcus,lividus,Parathermosynechococcus_lividus
GCF_002761235.1_Bifidobacterium_choerinum_6mer,Bifidobacterium,choerinum,Bifidobacterium_choerinum
GCF_002762335.1_Lactobacillus_terrae_6mer,Lactobacillus,terrae,Lactobacillus_terrae
GCF_002763595.1_Fusobacterium_pseudoperiodonticum_6mer,Fusobacterium,pseudoperiodonticum,Fusobacterium_pseudoperiodonticum
GCF_002764055.1_Fusobacterium_vincentii_6mer,Fusobacterium,vincentii,Fusobacterium_vincentii
GCF_002764115.1_Phyllobacterium_zundukense_6mer,Phyllobacterium,zundukense,Phyllobacterium_zundukense
GCF_002770595.1_Chryseobacterium_camelliae_6mer,Chryseobacterium,camelliae,Chryseobacterium_camelliae
GCF_002776555.1_Candidatus_Legionella_polyplacis_6mer,Candidatus,Legionella,Candidatus_Legionella
GCF_002777255.1_Candidatus_Formimonas_warabiya_6mer,Candidatus,Formimonas,Candidatus_Formimonas
GCF_002795805.1_Mariprofundus_aestuarium_6mer,Mariprofundus,aestuarium,Mariprofundus_aestuarium
GCF_002795825.1_Mariprofundus_ferrinatatus_6mer,Mariprofundus,ferrinatatus,Mariprofundus_ferrinatatus
GCF_002795845.1_Reinekea_forsetii_6mer,Reinekea,forsetii,Reinekea_forsetii
GCF_002795865.1_Qipengyuania_seohaensis_6mer,Qipengyuania,seohaensis,Qipengyuania_seohaensis
GCF_002796545.1_Amycolatopsis_sp__AA4_6mer,Amycolatopsis,sp,Amycolatopsis_sp
GCF_002796605.1_Sphingomonas_psychrotolerans_6mer,Sphingomonas,psychrotolerans,Sphingomonas_psychrotolerans
GCF_002803845.1_Streptomyces_lavendulae_subsp__lavendulae_6mer,Streptomyces,lavendulae,Streptomyces_lavendulae
GCF_002803865.1_Erwinia_amylovora_6mer,Erwinia,amylovora,Erwinia_amylovora
GCF_002803985.1_Williamsoniiplasma_luminosum_6mer,Williamsoniiplasma,luminosum,Williamsoniiplasma_luminosum
GCF_002804005.1_Williamsoniiplasma_somnilux_6mer,Williamsoniiplasma,somnilux,Williamsoniiplasma_somnilux
GCF_002804025.1_Mesoplasma_tabanidae_6mer,Mesoplasma,tabanidae,Mesoplasma_tabanidae
GCF_002804065.1_Kyrpidia_spormannii_6mer,Kyrpidia,spormannii,Kyrpidia_spormannii
GCF_002804105.1_Mesoplasma_melaleucae_6mer,Mesoplasma,melaleucae,Mesoplasma_melaleucae
GCF_002804165.1_Streptomyces_cavourensis_6mer,Streptomyces,cavourensis,Streptomyces_cavourensis
GCF_002804205.1_Entomoplasma_freundtii_6mer,Entomoplasma,freundtii,Entomoplasma_freundtii
GCF_002804245.1_Mesoplasma_coleopterae_6mer,Mesoplasma,coleopterae,Mesoplasma_coleopterae
GCF_002808045.1_Idiomarina_sp__X4_6mer,Idiomarina,sp,Idiomarina_sp
GCF_002810325.1_Bartonella_sp__1-1C_6mer,Bartonella,sp,Bartonella_sp
GCF_002812705.1_Achromobacter_spanius_6mer,Achromobacter,spanius,Achromobacter_spanius
GCF_002813045.1_Acinetobacter_bereziniae_6mer,Acinetobacter,bereziniae,Acinetobacter_bereziniae
GCF_002813555.1_Spiroplasma_floricola_23-6_6mer,Spiroplasma,floricola,Spiroplasma_floricola
GCF_002813575.1_Nostoc_flagelliforme_CCNUN1_6mer,Nostoc,flagelliforme,Nostoc_flagelliforme
GCF_002813635.1_Spiribacter_roseus_6mer,Spiribacter,roseus,Spiribacter_roseus
GCF_002813775.1_Candidatus_Thiodictyon_syntrophicum_6mer,Candidatus,Thiodictyon,Candidatus_Thiodictyon
GCF_002814095.1_Sagittula_sp__P11_6mer,Sagittula,sp,Sagittula_sp
GCF_002814135.1_Streptococcus_uberis_6mer,Streptococcus,uberis,Streptococcus_uberis
GCF_002814155.1_Pseudoalteromonas_spongiae_6mer,Pseudoalteromonas,spongiae,Pseudoalteromonas_spongiae
GCF_002831565.1_Spirosoma_pollinicola_6mer,Spirosoma,pollinicola,Spirosoma_pollinicola
GCF_002831645.1_Olleya_sp__Bg11-27_6mer,Olleya,sp,Olleya_sp
GCF_002838765.1_Kangiella_profundi_6mer,Kangiella,profundi,Kangiella_profundi
GCF_002843235.3_Providencia_huaxiensis_6mer,Providencia,huaxiensis,Providencia_huaxiensis
GCF_002843565.1_Mesoplasma_syrphidae_6mer,Mesoplasma,syrphidae,Mesoplasma_syrphidae
GCF_002843965.1_Microbacterium_hominis_6mer,Microbacterium,hominis,Microbacterium_hominis
GCF_002844375.1_Thalassospira_marina_6mer,Thalassospira,marina,Thalassospira_marina
GCF_002844395.1_Acetivibrio_saccincola_6mer,Acetivibrio,saccincola,Acetivibrio_saccincola
GCF_002847305.1_Paracoccus_tegillarcae_6mer,Paracoccus,tegillarcae,Paracoccus_tegillarcae
GCF_002847445.1_Paracoccus_zhejiangensis_6mer,Paracoccus,zhejiangensis,Paracoccus_zhejiangensis
GCF_002847685.2_Dermabacter_hominis_6mer,Dermabacter,hominis,Dermabacter_hominis
GCF_002847845.2_Globicatella_sanguinis_6mer,Globicatella,sanguinis,Globicatella_sanguinis
GCF_002847965.2_Corynebacterium_pyruviciproducens_6mer,Corynebacterium,pyruviciproducens,Corynebacterium_pyruviciproducens
GCF_002848345.1_Chromobacterium_sp__ATCC_53434_6mer,Chromobacterium,sp,Chromobacterium_sp
GCF_002848365.2_Legionella_sainthelensi_6mer,Legionella,sainthelensi,Legionella_sainthelensi
GCF_002849715.1_Crystallibacter_crystallopoietes_6mer,Crystallibacter,crystallopoietes,Crystallibacter_crystallopoietes
GCF_002849775.1_Glaesserella_sp__15-184_6mer,Glaesserella,sp,Glaesserella_sp
GCF_002849795.1_Prevotella_jejuni_6mer,Prevotella,jejuni,Prevotella_jejuni
GCF_002849835.1_Virgibacillus_dokdonensis_6mer,Virgibacillus,dokdonensis,Virgibacillus_dokdonensis
GCF_002849895.1_Companilactobacillus_alimentarius_DSM_20249_6mer,Companilactobacillus,alimentarius,Companilactobacillus_alimentarius
GCF_002850035.1_Liquorilactobacillus_hordei_6mer,Liquorilactobacillus,hordei,Liquorilactobacillus_hordei
GCF_002850055.1_Liquorilactobacillus_nagelii_6mer,Liquorilactobacillus,nagelii,Liquorilactobacillus_nagelii
GCF_002850235.1_Brachyspira_hyodysenteriae_6mer,Brachyspira,hyodysenteriae,Brachyspira_hyodysenteriae
GCF_002850535.1_Bacillus_siamensis_6mer,Bacillus,siamensis,Bacillus_siamensis
GCF_002850555.1_Enterococcus_sp__CR-Ec1_6mer,Enterococcus,sp,Enterococcus_sp
GCF_002850575.1_Enterobacter_cancerogenus_6mer,Enterobacter,cancerogenus,Enterobacter_cancerogenus
GCF_002860045.1_Bordetella_trematum_6mer,Bordetella,trematum,Bordetella_trematum
GCF_002860685.3_Actinotignum_timonense_6mer,Actinotignum,timonense,Actinotignum_timonense
GCF_002863305.2_Neisseria_perflava_6mer,Neisseria,perflava,Neisseria_perflava
