cluster_id,genome_id,cluster_size
GCF_000316645.1_NC_019684.1_2435,GCF_000316645.1,26
GCF_000316645.1_NC_019684.1_2470,GCF_000316645.1,20
GCF_000316645.1_NC_019684.1_2571,GCF_000316645.1,11
GCF_000316645.1_NC_019684.1_271,GCF_000316645.1,34
GCF_000316645.1_NC_019684.1_2722,GCF_000316645.1,32
GCF_000316645.1_NC_019684.1_2738,GCF_000316645.1,10
GCF_000316645.1_NC_019684.1_2941,GCF_000316645.1,13
GCF_000316645.1_NC_019684.1_2943,GCF_000316645.1,12
GCF_000316645.1_NC_019684.1_2952,GCF_000316645.1,34
GCF_000316645.1_NC_019684.1_3019,GCF_000316645.1,38
GCF_000316645.1_NC_019684.1_3095,GCF_000316645.1,12
GCF_000316645.1_NC_019684.1_3182,GCF_000316645.1,16
GCF_000316645.1_NC_019684.1_3282,GCF_000316645.1,14
GCF_000316645.1_NC_019684.1_332,GCF_000316645.1,13
GCF_000316645.1_NC_019684.1_3336,GCF_000316645.1,15
GCF_000316645.1_NC_019684.1_3377,GCF_000316645.1,39
GCF_000316645.1_NC_019684.1_3380,GCF_000316645.1,12
GCF_000316645.1_NC_019684.1_3513,GCF_000316645.1,14
GCF_000316645.1_NC_019684.1_3516,GCF_000316645.1,12
GCF_000316645.1_NC_019684.1_3534,GCF_000316645.1,14
GCF_000316645.1_NC_019684.1_3619,GCF_000316645.1,15
GCF_000316645.1_NC_019684.1_3718,GCF_000316645.1,11
GCF_000316645.1_NC_019684.1_3723,GCF_000316645.1,16
GCF_000316645.1_NC_019684.1_3793,GCF_000316645.1,25
GCF_000316645.1_NC_019684.1_3882,GCF_000316645.1,16
GCF_000316645.1_NC_019684.1_4074,GCF_000316645.1,67
GCF_000316645.1_NC_019684.1_4077,GCF_000316645.1,44
GCF_000316645.1_NC_019684.1_4100,GCF_000316645.1,161
GCF_000316645.1_NC_019684.1_4116,GCF_000316645.1,13
GCF_000316645.1_NC_019684.1_4131,GCF_000316645.1,22
GCF_000316645.1_NC_019684.1_4293,GCF_000316645.1,24
GCF_000316645.1_NC_019684.1_4302,GCF_000316645.1,82
GCF_000316645.1_NC_019684.1_4387,GCF_000316645.1,10
GCF_000316645.1_NC_019684.1_439,GCF_000316645.1,22
GCF_000316645.1_NC_019684.1_4450,GCF_000316645.1,20
GCF_000316645.1_NC_019684.1_4452,GCF_000316645.1,12
GCF_000316645.1_NC_019684.1_4473,GCF_000316645.1,19
GCF_000316645.1_NC_019684.1_4518,GCF_000316645.1,16
GCF_000316645.1_NC_019684.1_4553,GCF_000316645.1,16
GCF_000316645.1_NC_019684.1_4619,GCF_000316645.1,15
GCF_000316645.1_NC_019684.1_4718,GCF_000316645.1,21
GCF_000316645.1_NC_019684.1_4905,GCF_000316645.1,49
GCF_000316645.1_NC_019684.1_4909,GCF_000316645.1,33
GCF_000316645.1_NC_019684.1_4932,GCF_000316645.1,21
GCF_000316645.1_NC_019684.1_5129,GCF_000316645.1,10
GCF_000316645.1_NC_019684.1_5257,GCF_000316645.1,15
GCF_000316645.1_NC_019684.1_5353,GCF_000316645.1,59
GCF_000316645.1_NC_019684.1_5364,GCF_000316645.1,31
GCF_000316645.1_NC_019684.1_5369,GCF_000316645.1,17
GCF_000316645.1_NC_019684.1_558,GCF_000316645.1,36
GCF_000316645.1_NC_019684.1_565,GCF_000316645.1,24
GCF_000316645.1_NC_019684.1_602,GCF_000316645.1,12
GCF_000316645.1_NC_019684.1_615,GCF_000316645.1,15
GCF_000316645.1_NC_019684.1_618,GCF_000316645.1,44
GCF_000316645.1_NC_019684.1_68,GCF_000316645.1,36
GCF_000316645.1_NC_019684.1_681,GCF_000316645.1,22
GCF_000316645.1_NC_019684.1_746,GCF_000316645.1,20
GCF_000316645.1_NC_019684.1_764,GCF_000316645.1,15
GCF_000316645.1_NC_019684.1_769,GCF_000316645.1,15
GCF_000316645.1_NC_019684.1_772,GCF_000316645.1,10
GCF_000316645.1_NC_019684.1_79,GCF_000316645.1,16
GCF_000316645.1_NC_019684.1_798,GCF_000316645.1,39
GCF_000316645.1_NC_019684.1_84,GCF_000316645.1,32
GCF_000316645.1_NC_019684.1_841,GCF_000316645.1,20
GCF_000316645.1_NC_019684.1_899,GCF_000316645.1,21
GCF_000316645.1_NC_019684.1_99,GCF_000316645.1,17
GCF_000316665.1_NC_019678.1_1095,GCF_000316665.1,19
GCF_000316665.1_NC_019678.1_1123,GCF_000316665.1,23
GCF_000316665.1_NC_019678.1_1247,GCF_000316665.1,12
GCF_000316665.1_NC_019678.1_1255,GCF_000316665.1,12
GCF_000316665.1_NC_019678.1_1327,GCF_000316665.1,70
GCF_000316665.1_NC_019678.1_1383,GCF_000316665.1,16
GCF_000316665.1_NC_019678.1_1388,GCF_000316665.1,199
GCF_000316665.1_NC_019678.1_1398,GCF_000316665.1,26
GCF_000316665.1_NC_019678.1_1526,GCF_000316665.1,13
GCF_000316665.1_NC_019678.1_1556,GCF_000316665.1,74
GCF_000316665.1_NC_019678.1_161,GCF_000316665.1,16
GCF_000316665.1_NC_019678.1_1744,GCF_000316665.1,15
GCF_000316665.1_NC_019678.1_1746,GCF_000316665.1,46
GCF_000316665.1_NC_019678.1_1936,GCF_000316665.1,54
GCF_000316665.1_NC_019678.1_1974,GCF_000316665.1,13
GCF_000316665.1_NC_019678.1_1975,GCF_000316665.1,49
GCF_000316665.1_NC_019678.1_2074,GCF_000316665.1,11
GCF_000316665.1_NC_019678.1_2114,GCF_000316665.1,109
GCF_000316665.1_NC_019678.1_2128,GCF_000316665.1,26
GCF_000316665.1_NC_019678.1_2172,GCF_000316665.1,16
GCF_000316665.1_NC_019678.1_2283,GCF_000316665.1,27
GCF_000316665.1_NC_019678.1_232,GCF_000316665.1,24
GCF_000316665.1_NC_019678.1_2353,GCF_000316665.1,10
GCF_000316665.1_NC_019678.1_2359,GCF_000316665.1,54
GCF_000316665.1_NC_019678.1_2372,GCF_000316665.1,49
GCF_000316665.1_NC_019678.1_2385,GCF_000316665.1,103
GCF_000316665.1_NC_019678.1_2403,GCF_000316665.1,116
GCF_000316665.1_NC_019678.1_2435,GCF_000316665.1,19
GCF_000316665.1_NC_019678.1_2500,GCF_000316665.1,29
GCF_000316665.1_NC_019678.1_2512,GCF_000316665.1,16
GCF_000316665.1_NC_019678.1_2547,GCF_000316665.1,11
GCF_000316665.1_NC_019678.1_2654,GCF_000316665.1,57
GCF_000316665.1_NC_019678.1_2791,GCF_000316665.1,27
GCF_000316665.1_NC_019678.1_2793,GCF_000316665.1,76
GCF_000316665.1_NC_019678.1_2834,GCF_000316665.1,14
GCF_000316665.1_NC_019678.1_2870,GCF_000316665.1,21
GCF_000316665.1_NC_019678.1_2879,GCF_000316665.1,93
GCF_000316665.1_NC_019678.1_2920,GCF_000316665.1,10
GCF_000316665.1_NC_019678.1_2961,GCF_000316665.1,24
GCF_000316665.1_NC_019678.1_298,GCF_000316665.1,10
GCF_000316665.1_NC_019678.1_3034,GCF_000316665.1,13
GCF_000316665.1_NC_019678.1_3035,GCF_000316665.1,31
GCF_000316665.1_NC_019678.1_3042,GCF_000316665.1,25
GCF_000316665.1_NC_019678.1_3043,GCF_000316665.1,20
GCF_000316665.1_NC_019678.1_3054,GCF_000316665.1,118
GCF_000316665.1_NC_019678.1_3119,GCF_000316665.1,71
GCF_000316665.1_NC_019678.1_3162,GCF_000316665.1,13
GCF_000316665.1_NC_019678.1_3166,GCF_000316665.1,74
GCF_000316665.1_NC_019678.1_3365,GCF_000316665.1,23
GCF_000316665.1_NC_019678.1_3403,GCF_000316665.1,34
GCF_000316665.1_NC_019678.1_3477,GCF_000316665.1,12
GCF_000316665.1_NC_019678.1_3500,GCF_000316665.1,20
GCF_000316665.1_NC_019678.1_3586,GCF_000316665.1,29
GCF_000316665.1_NC_019678.1_3590,GCF_000316665.1,110
GCF_000316665.1_NC_019678.1_3665,GCF_000316665.1,21
GCF_000316665.1_NC_019678.1_3669,GCF_000316665.1,153
GCF_000316665.1_NC_019678.1_3684,GCF_000316665.1,43
GCF_000316665.1_NC_019678.1_3751,GCF_000316665.1,158
GCF_000316665.1_NC_019678.1_3841,GCF_000316665.1,25
GCF_000316665.1_NC_019678.1_385,GCF_000316665.1,111
GCF_000316665.1_NC_019678.1_404,GCF_000316665.1,10
GCF_000316665.1_NC_019678.1_4097,GCF_000316665.1,20
GCF_000316665.1_NC_019678.1_4115,GCF_000316665.1,12
GCF_000316665.1_NC_019678.1_414,GCF_000316665.1,94
GCF_000316665.1_NC_019678.1_4171,GCF_000316665.1,272
GCF_000316665.1_NC_019678.1_4206,GCF_000316665.1,12
GCF_000316665.1_NC_019678.1_4278,GCF_000316665.1,12
GCF_000316665.1_NC_019678.1_4444,GCF_000316665.1,12
GCF_000316665.1_NC_019678.1_4536,GCF_000316665.1,24
GCF_000316665.1_NC_019678.1_4547,GCF_000316665.1,10
GCF_000316665.1_NC_019678.1_4620,GCF_000316665.1,50
GCF_000316665.1_NC_019678.1_4659,GCF_000316665.1,91
GCF_000316665.1_NC_019678.1_4705,GCF_000316665.1,31
GCF_000316665.1_NC_019678.1_4708,GCF_000316665.1,11
GCF_000316665.1_NC_019678.1_4773,GCF_000316665.1,28
GCF_000316665.1_NC_019678.1_4882,GCF_000316665.1,22
GCF_000316665.1_NC_019678.1_4883,GCF_000316665.1,12
GCF_000316665.1_NC_019678.1_5000,GCF_000316665.1,10
GCF_000316665.1_NC_019678.1_5165,GCF_000316665.1,107
GCF_000316665.1_NC_019678.1_520,GCF_000316665.1,17
GCF_000316665.1_NC_019678.1_5208,GCF_000316665.1,30
GCF_000316665.1_NC_019678.1_5261,GCF_000316665.1,32
GCF_000316665.1_NC_019678.1_5350,GCF_000316665.1,75
GCF_000316665.1_NC_019678.1_5518,GCF_000316665.1,36
GCF_000316665.1_NC_019678.1_5561,GCF_000316665.1,15
GCF_000316665.1_NC_019678.1_560,GCF_000316665.1,30
GCF_000316665.1_NC_019678.1_5624,GCF_000316665.1,57
GCF_000316665.1_NC_019678.1_5626,GCF_000316665.1,10
GCF_000316665.1_NC_019678.1_5630,GCF_000316665.1,10
GCF_000316665.1_NC_019678.1_5633,GCF_000316665.1,25
GCF_000316665.1_NC_019678.1_569,GCF_000316665.1,100
GCF_000316665.1_NC_019678.1_5787,GCF_000316665.1,30
GCF_000316665.1_NC_019678.1_5788,GCF_000316665.1,13
GCF_000316665.1_NC_019678.1_5797,GCF_000316665.1,30
GCF_000316665.1_NC_019678.1_5823,GCF_000316665.1,32
GCF_000316665.1_NC_019678.1_5867,GCF_000316665.1,106
GCF_000316665.1_NC_019678.1_5925,GCF_000316665.1,15
GCF_000316665.1_NC_019678.1_5962,GCF_000316665.1,29
GCF_000316665.1_NC_019678.1_6004,GCF_000316665.1,11
GCF_000316665.1_NC_019678.1_6067,GCF_000316665.1,60
GCF_000316665.1_NC_019678.1_6092,GCF_000316665.1,12
GCF_000316665.1_NC_019678.1_6095,GCF_000316665.1,13
GCF_000316665.1_NC_019678.1_6117,GCF_000316665.1,119
GCF_000316665.1_NC_019678.1_613,GCF_000316665.1,29
GCF_000316665.1_NC_019678.1_6316,GCF_000316665.1,58
GCF_000316665.1_NC_019678.1_6342,GCF_000316665.1,13
GCF_000316665.1_NC_019678.1_6346,GCF_000316665.1,21
GCF_000316665.1_NC_019678.1_6407,GCF_000316665.1,12
GCF_000316665.1_NC_019678.1_6448,GCF_000316665.1,25
GCF_000316665.1_NC_019678.1_6465,GCF_000316665.1,21
GCF_000316665.1_NC_019678.1_6514,GCF_000316665.1,11
GCF_000316665.1_NC_019678.1_6527,GCF_000316665.1,10
GCF_000316665.1_NC_019678.1_6542,GCF_000316665.1,25
GCF_000316665.1_NC_019678.1_6574,GCF_000316665.1,13
GCF_000316665.1_NC_019678.1_6641,GCF_000316665.1,26
GCF_000316665.1_NC_019678.1_6716,GCF_000316665.1,16
GCF_000316665.1_NC_019678.1_6735,GCF_000316665.1,79
GCF_000316665.1_NC_019678.1_6737,GCF_000316665.1,12
GCF_000316665.1_NC_019678.1_994,GCF_000316665.1,11
GCF_000317025.1_NC_019689.1_1085,GCF_000317025.1,18
GCF_000317025.1_NC_019689.1_1133,GCF_000317025.1,84
GCF_000317025.1_NC_019689.1_1220,GCF_000317025.1,252
GCF_000317025.1_NC_019689.1_1233,GCF_000317025.1,82
GCF_000317025.1_NC_019689.1_1275,GCF_000317025.1,77
GCF_000317025.1_NC_019689.1_1276,GCF_000317025.1,11
GCF_000317025.1_NC_019689.1_1292,GCF_000317025.1,12
GCF_000317025.1_NC_019689.1_1308,GCF_000317025.1,13
GCF_000317025.1_NC_019689.1_1320,GCF_000317025.1,17
GCF_000317025.1_NC_019689.1_1329,GCF_000317025.1,17
GCF_000317025.1_NC_019689.1_1362,GCF_000317025.1,25
GCF_000317025.1_NC_019689.1_14,GCF_000317025.1,24
GCF_000317025.1_NC_019689.1_141,GCF_000317025.1,15
GCF_000317025.1_NC_019689.1_1428,GCF_000317025.1,33
GCF_000317025.1_NC_019689.1_1455,GCF_000317025.1,91
GCF_000317025.1_NC_019689.1_1498,GCF_000317025.1,52
GCF_000317025.1_NC_019689.1_1499,GCF_000317025.1,72
GCF_000317025.1_NC_019689.1_1535,GCF_000317025.1,11
GCF_000317025.1_NC_019689.1_1570,GCF_000317025.1,54
GCF_000317025.1_NC_019689.1_1576,GCF_000317025.1,21
GCF_000317025.1_NC_019689.1_1637,GCF_000317025.1,92
GCF_000317025.1_NC_019689.1_1726,GCF_000317025.1,16
GCF_000317025.1_NC_019689.1_1782,GCF_000317025.1,100
GCF_000317025.1_NC_019689.1_179,GCF_000317025.1,26
GCF_000317025.1_NC_019689.1_1829,GCF_000317025.1,54
GCF_000317025.1_NC_019689.1_1856,GCF_000317025.1,16
GCF_000317025.1_NC_019689.1_1905,GCF_000317025.1,15
GCF_000317025.1_NC_019689.1_1924,GCF_000317025.1,80
GCF_000317025.1_NC_019689.1_1958,GCF_000317025.1,98
GCF_000317025.1_NC_019689.1_1977,GCF_000317025.1,102
GCF_000317025.1_NC_019689.1_2001,GCF_000317025.1,13
GCF_000317025.1_NC_019689.1_202,GCF_000317025.1,54
GCF_000317025.1_NC_019689.1_2169,GCF_000317025.1,91
GCF_000317025.1_NC_019689.1_217,GCF_000317025.1,11
GCF_000317025.1_NC_019689.1_2212,GCF_000317025.1,15
GCF_000317025.1_NC_019689.1_2225,GCF_000317025.1,42
GCF_000317025.1_NC_019689.1_2248,GCF_000317025.1,96
GCF_000317025.1_NC_019689.1_2255,GCF_000317025.1,49
GCF_000317025.1_NC_019689.1_2266,GCF_000317025.1,19
GCF_000317025.1_NC_019689.1_2372,GCF_000317025.1,42
GCF_000317025.1_NC_019689.1_2447,GCF_000317025.1,18
GCF_000317025.1_NC_019689.1_2469,GCF_000317025.1,14
GCF_000317025.1_NC_019689.1_248,GCF_000317025.1,18
GCF_000317025.1_NC_019689.1_2493,GCF_000317025.1,12
GCF_000317025.1_NC_019689.1_2507,GCF_000317025.1,36
GCF_000317025.1_NC_019689.1_2526,GCF_000317025.1,213
GCF_000317025.1_NC_019689.1_2527,GCF_000317025.1,43
GCF_000317025.1_NC_019689.1_2538,GCF_000317025.1,14
GCF_000317025.1_NC_019689.1_2548,GCF_000317025.1,11
GCF_000317025.1_NC_019689.1_2555,GCF_000317025.1,21
GCF_000317025.1_NC_019689.1_2602,GCF_000317025.1,122
GCF_000317025.1_NC_019689.1_2603,GCF_000317025.1,31
GCF_000317025.1_NC_019689.1_2646,GCF_000317025.1,12
GCF_000317025.1_NC_019689.1_2738,GCF_000317025.1,13
GCF_000317025.1_NC_019689.1_2842,GCF_000317025.1,28
GCF_000317025.1_NC_019689.1_2854,GCF_000317025.1,12
GCF_000317025.1_NC_019689.1_2893,GCF_000317025.1,20
GCF_000317025.1_NC_019689.1_2938,GCF_000317025.1,38
GCF_000317025.1_NC_019689.1_299,GCF_000317025.1,36
GCF_000317025.1_NC_019689.1_3054,GCF_000317025.1,70
GCF_000317025.1_NC_019689.1_3091,GCF_000317025.1,10
GCF_000317025.1_NC_019689.1_3098,GCF_000317025.1,37
GCF_000317025.1_NC_019689.1_3104,GCF_000317025.1,26
GCF_000317025.1_NC_019689.1_3171,GCF_000317025.1,72
GCF_000317025.1_NC_019689.1_3184,GCF_000317025.1,61
GCF_000317025.1_NC_019689.1_3195,GCF_000317025.1,11
GCF_000317025.1_NC_019689.1_3216,GCF_000317025.1,17
GCF_000317025.1_NC_019689.1_3217,GCF_000317025.1,89
GCF_000317025.1_NC_019689.1_328,GCF_000317025.1,13
GCF_000317025.1_NC_019689.1_3319,GCF_000317025.1,56
GCF_000317025.1_NC_019689.1_3408,GCF_000317025.1,34
GCF_000317025.1_NC_019689.1_3409,GCF_000317025.1,297
GCF_000317025.1_NC_019689.1_341,GCF_000317025.1,15
GCF_000317025.1_NC_019689.1_3511,GCF_000317025.1,90
GCF_000317025.1_NC_019689.1_3599,GCF_000317025.1,10
GCF_000317025.1_NC_019689.1_3618,GCF_000317025.1,48
GCF_000317025.1_NC_019689.1_3662,GCF_000317025.1,19
GCF_000317025.1_NC_019689.1_3723,GCF_000317025.1,92
GCF_000317025.1_NC_019689.1_3753,GCF_000317025.1,20
GCF_000317025.1_NC_019689.1_3766,GCF_000317025.1,21
GCF_000317025.1_NC_019689.1_3774,GCF_000317025.1,17
GCF_000317025.1_NC_019689.1_3838,GCF_000317025.1,81
GCF_000317025.1_NC_019689.1_3847,GCF_000317025.1,70
GCF_000317025.1_NC_019689.1_4064,GCF_000317025.1,52
GCF_000317025.1_NC_019689.1_4070,GCF_000317025.1,30
GCF_000317025.1_NC_019689.1_420,GCF_000317025.1,11
GCF_000317025.1_NC_019689.1_4245,GCF_000317025.1,14
GCF_000317025.1_NC_019689.1_4270,GCF_000317025.1,17
GCF_000317025.1_NC_019689.1_4319,GCF_000317025.1,49
GCF_000317025.1_NC_019689.1_4325,GCF_000317025.1,75
GCF_000317025.1_NC_019689.1_4526,GCF_000317025.1,69
GCF_000317025.1_NC_019689.1_453,GCF_000317025.1,10
GCF_000317025.1_NC_019689.1_497,GCF_000317025.1,108
GCF_000317025.1_NC_019689.1_643,GCF_000317025.1,15
GCF_000317025.1_NC_019689.1_663,GCF_000317025.1,39
GCF_000317025.1_NC_019689.1_692,GCF_000317025.1,124
GCF_000317025.1_NC_019689.1_714,GCF_000317025.1,88
GCF_000317025.1_NC_019689.1_737,GCF_000317025.1,21
GCF_000317025.1_NC_019689.1_806,GCF_000317025.1,55
GCF_000317025.1_NC_019689.1_834,GCF_000317025.1,98
GCF_000317025.1_NC_019689.1_878,GCF_000317025.1,19
GCF_000317025.1_NC_019689.1_904,GCF_000317025.1,18
GCF_000317025.1_NC_019689.1_998,GCF_000317025.1,10
GCF_000317045.1_NC_019703.1_1078,GCF_000317045.1,11
GCF_000317045.1_NC_019703.1_1084,GCF_000317045.1,98
GCF_000317045.1_NC_019703.1_113,GCF_000317045.1,83
GCF_000317045.1_NC_019703.1_1195,GCF_000317045.1,57
GCF_000317045.1_NC_019703.1_1293,GCF_000317045.1,15
GCF_000317045.1_NC_019703.1_1312,GCF_000317045.1,55
GCF_000317045.1_NC_019703.1_1350,GCF_000317045.1,83
GCF_000317045.1_NC_019703.1_1368,GCF_000317045.1,94
GCF_000317045.1_NC_019703.1_144,GCF_000317045.1,112
GCF_000317045.1_NC_019703.1_1443,GCF_000317045.1,17
GCF_000317045.1_NC_019703.1_1495,GCF_000317045.1,31
GCF_000317045.1_NC_019703.1_1531,GCF_000317045.1,88
GCF_000317045.1_NC_019703.1_1626,GCF_000317045.1,31
GCF_000317045.1_NC_019703.1_1686,GCF_000317045.1,64
GCF_000317045.1_NC_019703.1_1862,GCF_000317045.1,14
GCF_000317045.1_NC_019703.1_1922,GCF_000317045.1,39
GCF_000317045.1_NC_019703.1_1993,GCF_000317045.1,11
GCF_000317045.1_NC_019703.1_1998,GCF_000317045.1,23
GCF_000317045.1_NC_019703.1_2028,GCF_000317045.1,20
GCF_000317045.1_NC_019703.1_212,GCF_000317045.1,14
GCF_000317045.1_NC_019703.1_2143,GCF_000317045.1,18
GCF_000317045.1_NC_019703.1_2178,GCF_000317045.1,41
GCF_000317045.1_NC_019703.1_2217,GCF_000317045.1,19
GCF_000317045.1_NC_019703.1_2248,GCF_000317045.1,52
GCF_000317045.1_NC_019703.1_2272,GCF_000317045.1,39
GCF_000317045.1_NC_019703.1_2303,GCF_000317045.1,12
GCF_000317045.1_NC_019703.1_2321,GCF_000317045.1,38
GCF_000317045.1_NC_019703.1_2326,GCF_000317045.1,62
GCF_000317045.1_NC_019703.1_2336,GCF_000317045.1,92
GCF_000317045.1_NC_019703.1_2386,GCF_000317045.1,49
GCF_000317045.1_NC_019703.1_2425,GCF_000317045.1,40
GCF_000317045.1_NC_019703.1_2428,GCF_000317045.1,66
GCF_000317045.1_NC_019703.1_2434,GCF_000317045.1,14
GCF_000317045.1_NC_019703.1_2435,GCF_000317045.1,10
GCF_000317045.1_NC_019703.1_244,GCF_000317045.1,21
GCF_000317045.1_NC_019703.1_2567,GCF_000317045.1,31
GCF_000317045.1_NC_019703.1_2608,GCF_000317045.1,12
GCF_000317045.1_NC_019703.1_2627,GCF_000317045.1,17
GCF_000317045.1_NC_019703.1_2767,GCF_000317045.1,39
GCF_000317045.1_NC_019703.1_281,GCF_000317045.1,21
GCF_000317045.1_NC_019703.1_2882,GCF_000317045.1,45
GCF_000317045.1_NC_019703.1_29,GCF_000317045.1,19
GCF_000317045.1_NC_019703.1_3044,GCF_000317045.1,90
GCF_000317045.1_NC_019703.1_3050,GCF_000317045.1,91
GCF_000317045.1_NC_019703.1_310,GCF_000317045.1,104
GCF_000317045.1_NC_019703.1_3229,GCF_000317045.1,87
GCF_000317045.1_NC_019703.1_3236,GCF_000317045.1,99
GCF_000317045.1_NC_019703.1_3300,GCF_000317045.1,61
GCF_000317045.1_NC_019703.1_3321,GCF_000317045.1,96
GCF_000317045.1_NC_019703.1_3355,GCF_000317045.1,68
GCF_000317045.1_NC_019703.1_3371,GCF_000317045.1,104
GCF_000317045.1_NC_019703.1_3397,GCF_000317045.1,10
GCF_000317045.1_NC_019703.1_3417,GCF_000317045.1,101
GCF_000317045.1_NC_019703.1_3426,GCF_000317045.1,29
GCF_000317045.1_NC_019703.1_3427,GCF_000317045.1,16
GCF_000317045.1_NC_019703.1_3484,GCF_000317045.1,29
GCF_000317045.1_NC_019703.1_3568,GCF_000317045.1,12
GCF_000317045.1_NC_019703.1_3685,GCF_000317045.1,34
GCF_000317045.1_NC_019703.1_3698,GCF_000317045.1,84
GCF_000317045.1_NC_019703.1_3743,GCF_000317045.1,14
GCF_000317045.1_NC_019703.1_393,GCF_000317045.1,80
GCF_000317045.1_NC_019703.1_429,GCF_000317045.1,45
GCF_000317045.1_NC_019703.1_453,GCF_000317045.1,101
GCF_000317045.1_NC_019703.1_478,GCF_000317045.1,39
GCF_000317045.1_NC_019703.1_516,GCF_000317045.1,52
GCF_000317045.1_NC_019703.1_57,GCF_000317045.1,103
GCF_000317045.1_NC_019703.1_60,GCF_000317045.1,73
GCF_000317045.1_NC_019703.1_64,GCF_000317045.1,49
GCF_000317045.1_NC_019703.1_648,GCF_000317045.1,55
GCF_000317045.1_NC_019703.1_715,GCF_000317045.1,34
GCF_000317045.1_NC_019703.1_75,GCF_000317045.1,69
GCF_000317045.1_NC_019703.1_774,GCF_000317045.1,98
GCF_000317045.1_NC_019703.1_78,GCF_000317045.1,58
GCF_000317045.1_NC_019703.1_781,GCF_000317045.1,16
GCF_000317045.1_NC_019703.1_788,GCF_000317045.1,4563
GCF_000317045.1_NC_019703.1_906,GCF_000317045.1,89
GCF_000317045.1_NC_019703.1_948,GCF_000317045.1,18
GCF_000317045.1_NC_019703.1_963,GCF_000317045.1,18
GCF_000317045.1_NC_019703.1_970,GCF_000317045.1,17
GCF_000317045.1_NC_019703.1_995,GCF_000317045.1,84
GCF_000317065.1_NC_019690.1_179,GCF_000317065.1,11
GCF_000317065.1_NC_019690.1_268,GCF_000317065.1,11
GCF_000317065.1_NC_019690.1_70,GCF_000317065.1,36
GCF_000317065.1_NC_019690.1_92,GCF_000317065.1,12
GCF_000317065.1_NC_019701.1_1014,GCF_000317065.1,90
GCF_000317065.1_NC_019701.1_1038,GCF_000317065.1,54
GCF_000317065.1_NC_019701.1_1058,GCF_000317065.1,91
GCF_000317065.1_NC_019701.1_1092,GCF_000317065.1,107
GCF_000317065.1_NC_019701.1_1122,GCF_000317065.1,22
GCF_000317065.1_NC_019701.1_1155,GCF_000317065.1,17
GCF_000317065.1_NC_019701.1_1214,GCF_000317065.1,11
GCF_000317065.1_NC_019701.1_1283,GCF_000317065.1,93
GCF_000317065.1_NC_019701.1_1330,GCF_000317065.1,102
GCF_000317065.1_NC_019701.1_1367,GCF_000317065.1,102
GCF_000317065.1_NC_019701.1_1409,GCF_000317065.1,62
GCF_000317065.1_NC_019701.1_1510,GCF_000317065.1,11
GCF_000317065.1_NC_019701.1_1806,GCF_000317065.1,109
GCF_000317065.1_NC_019701.1_1877,GCF_000317065.1,107
GCF_000317065.1_NC_019701.1_1990,GCF_000317065.1,62
GCF_000317065.1_NC_019701.1_2010,GCF_000317065.1,98
GCF_000317065.1_NC_019701.1_2054,GCF_000317065.1,10
GCF_000317065.1_NC_019701.1_2093,GCF_000317065.1,16
GCF_000317065.1_NC_019701.1_2259,GCF_000317065.1,10
GCF_000317065.1_NC_019701.1_2298,GCF_000317065.1,22
GCF_000317065.1_NC_019701.1_2322,GCF_000317065.1,88
GCF_000317065.1_NC_019701.1_2438,GCF_000317065.1,86
GCF_000317065.1_NC_019701.1_2477,GCF_000317065.1,75
GCF_000317065.1_NC_019701.1_2513,GCF_000317065.1,91
GCF_000317065.1_NC_019701.1_2695,GCF_000317065.1,26
GCF_000317065.1_NC_019701.1_2699,GCF_000317065.1,42
GCF_000317065.1_NC_019701.1_2729,GCF_000317065.1,33
GCF_000317065.1_NC_019701.1_2756,GCF_000317065.1,152
GCF_000317065.1_NC_019701.1_2846,GCF_000317065.1,39
GCF_000317065.1_NC_019701.1_2999,GCF_000317065.1,22
GCF_000317065.1_NC_019701.1_3037,GCF_000317065.1,35
GCF_000317065.1_NC_019701.1_3054,GCF_000317065.1,11
GCF_000317065.1_NC_019701.1_3104,GCF_000317065.1,11
GCF_000317065.1_NC_019701.1_3106,GCF_000317065.1,107
GCF_000317065.1_NC_019701.1_3250,GCF_000317065.1,22
GCF_000317065.1_NC_019701.1_3263,GCF_000317065.1,99
GCF_000317065.1_NC_019701.1_3274,GCF_000317065.1,62
GCF_000317065.1_NC_019701.1_3287,GCF_000317065.1,10
GCF_000317065.1_NC_019701.1_3346,GCF_000317065.1,14
GCF_000317065.1_NC_019701.1_3436,GCF_000317065.1,104
GCF_000317065.1_NC_019701.1_3446,GCF_000317065.1,51
GCF_000317065.1_NC_019701.1_3553,GCF_000317065.1,42
GCF_000317065.1_NC_019701.1_46,GCF_000317065.1,22
GCF_000317065.1_NC_019701.1_629,GCF_000317065.1,103
GCF_000317065.1_NC_019701.1_691,GCF_000317065.1,11
GCF_000317065.1_NC_019701.1_735,GCF_000317065.1,104
GCF_000317065.1_NC_019701.1_746,GCF_000317065.1,19
GCF_000317065.1_NC_019701.1_757,GCF_000317065.1,11
GCF_000317065.1_NC_019701.1_875,GCF_000317065.1,122
GCF_000317065.1_NC_019701.1_894,GCF_000317065.1,20
GCF_000317065.1_NC_019701.1_99,GCF_000317065.1,14
GCF_000317065.1_NC_019701.1_990,GCF_000317065.1,10
GCF_000317105.1_NC_019693.1_1045,GCF_000317105.1,13
GCF_000317105.1_NC_019693.1_1121,GCF_000317105.1,93
