genome_index,genome_id,genus,species,full_name
1981,GCF_002269365.1_Rhodococcus_pyridinivorans_6mer,Rhodococcus,pyridinivorans,Rhodococcus_pyridinivorans
1982,GCF_002269385.1_Maribacter_cobaltidurans_6mer,Maribacter,cobaltidurans,Maribacter_cobaltidurans
1983,GCF_002276165.1_Cytobacillus_kochii_6mer,Cytobacillus,kochii,Cytobacillus_kochii
1984,GCF_002277935.1_Enterococcus_durans_6mer,Enterococcus,durans,Enterococcus_durans
1985,GCF_002277955.1_Thermogutta_terrifontis_6mer,Thermogutta,terrifontis,Thermogutta_terrifontis
1986,GCF_002278035.1_Ochrobactrum_quorumnocens_6mer,Ochrobactrum,quorumnocens,Ochrobactrum_quorumnocens
1987,GCF_002278075.1_Paraburkholderia_aromaticivorans_6mer,Paraburkholderia,aromaticivorans,Paraburkholderia_aromaticivorans
1988,GCF_002278135.3_Bradyrhizobium_ottawaense_6mer,Bradyrhizobium,ottawaense,Bradyrhizobium_ottawaense
1989,GCF_002282915.1_Bifidobacterium_pseudolongum_6mer,Bifidobacterium,pseudolongum,Bifidobacterium_pseudolongum
1990,GCF_002285495.1_Clostridium_isatidis_6mer,Clostridium,isatidis,Clostridium_isatidis
1991,GCF_002285515.1_Xanthomonas_hortorum_6mer,Xanthomonas,hortorum,Xanthomonas_hortorum
1992,GCF_002285635.2_Chryseobacterium_piperi_6mer,Chryseobacterium,piperi,Chryseobacterium_piperi
1993,GCF_002285675.1_Mycobacterium_intracellulare_6mer,Mycobacterium,intracellulare,Mycobacterium_intracellulare
1994,GCF_002285715.1_Mycobacterium_marseillense_6mer,Mycobacterium,marseillense,Mycobacterium_marseillense
1995,GCF_002285795.1_Plantactinospora_sp__KBS50_6mer,Plantactinospora,sp,Plantactinospora_sp
1996,GCF_002285855.1_Candidatus_Hamiltonella_defensa__Bemisia_tabaci__6mer,Candidatus,Hamiltonella,Candidatus_Hamiltonella
1997,GCF_002285905.1_Rickettsia_sp__MEAM1__Bemisia_tabaci__6mer,Rickettsia,sp,Rickettsia_sp
1998,GCF_002285935.1_Aeromonas_dhakensis_6mer,Aeromonas,dhakensis,Aeromonas_dhakensis
1999,GCF_002287505.1_Corynebacterium_glaucum_6mer,Corynebacterium,glaucum,Corynebacterium_glaucum
2000,GCF_002287885.2_Candidatus_Nanopelagicus_limnae_6mer,Candidatus,Nanopelagicus,Candidatus_Nanopelagicus
2001,GCF_002288025.1_Taylorella_equigenitalis_6mer,Taylorella,equigenitalis,Taylorella_equigenitalis
2002,GCF_002288285.1_Sphingobium_xenophagum_6mer,Sphingobium,xenophagum,Sphingobium_xenophagum
2003,GCF_002288365.1_Candidatus_Planktophila_limnetica_6mer,Candidatus,Planktophila,Candidatus_Planktophila
2004,GCF_002288505.1_Sinorhizobium_sp__CCBAU_05631_6mer,Sinorhizobium,sp,Sinorhizobium_sp
2005,GCF_002288525.1_Sinorhizobium_sojae_CCBAU_05684_6mer,Sinorhizobium,sojae,Sinorhizobium_sojae
2006,GCF_002288545.1_Pectobacterium_polaris_6mer,Pectobacterium,polaris,Pectobacterium_polaris
2007,GCF_002290025.1_Enterococcus_thailandicus_6mer,Enterococcus,thailandicus,Enterococcus_thailandicus
2008,GCF_002290085.1_Mesoplasma_chauliocola_6mer,Mesoplasma,chauliocola,Mesoplasma_chauliocola
2009,GCF_002291405.1_Variovorax_boronicumulans_6mer,Variovorax,boronicumulans,Variovorax_boronicumulans
2010,GCF_002291425.1_Gibbsiella_quercinecans_6mer,Gibbsiella,quercinecans,Gibbsiella_quercinecans
2011,GCF_002291445.1_Brenneria_goodwinii_6mer,Brenneria,goodwinii,Brenneria_goodwinii
2012,GCF_002302395.1_Capnocytophaga_sputigena_6mer,Capnocytophaga,sputigena,Capnocytophaga_sputigena
2013,GCF_002302415.1_Capnocytophaga_gingivalis_6mer,Capnocytophaga,gingivalis,Capnocytophaga_gingivalis
2014,GCF_002302445.1_Capnocytophaga_canimorsus_6mer,Capnocytophaga,canimorsus,Capnocytophaga_canimorsus
2015,GCF_002302475.1_Capnocytophaga_cynodegmi_6mer,Capnocytophaga,cynodegmi,Capnocytophaga_cynodegmi
2016,GCF_002302615.1_Capnocytophaga_leadbetteri_6mer,Capnocytophaga,leadbetteri,Capnocytophaga_leadbetteri
2017,GCF_002302635.1_Capnocytophaga_stomatis_6mer,Capnocytophaga,stomatis,Capnocytophaga_stomatis
2018,GCF_002305875.1_Cystobacter_fuscus_6mer,Cystobacter,fuscus,Cystobacter_fuscus
2019,GCF_002309555.1_Pseudomonas_mosselii_6mer,Pseudomonas,mosselii,Pseudomonas_mosselii
2020,GCF_002310295.2_Caulobacter_vibrioides_6mer,Caulobacter,vibrioides,Caulobacter_vibrioides
2021,GCF_002310475.1_Pseudolactococcus_raffinolactis_6mer,Pseudolactococcus,raffinolactis,Pseudolactococcus_raffinolactis
2022,GCF_002310495.1_Nibricoccus_aquaticus_6mer,Nibricoccus,aquaticus,Nibricoccus_aquaticus
2023,GCF_002310815.1_Pseudoalteromonas_tunicata_6mer,Pseudoalteromonas,tunicata,Pseudoalteromonas_tunicata
2024,GCF_002310835.1_Pseudoalteromonas_tetraodonis_6mer,Pseudoalteromonas,tetraodonis,Pseudoalteromonas_tetraodonis
2025,GCF_002327085.1_Neisseria_weixii_6mer,Neisseria,weixii,Neisseria_weixii
2026,GCF_002327105.1_Luteimonas_chenhongjianii_6mer,Luteimonas,chenhongjianii,Luteimonas_chenhongjianii
2027,GCF_002327145.1_Janthinobacterium_svalbardensis_6mer,Janthinobacterium,svalbardensis,Janthinobacterium_svalbardensis
2028,GCF_002327185.1_Clostridium_chauvoei_6mer,Clostridium,chauvoei,Clostridium_chauvoei
2029,GCF_002334685.1_Desulfovibrio_sp__G11_6mer,Desulfovibrio,sp,Desulfovibrio_sp
2030,GCF_002354875.1_Actinosynnema_pretiosum_6mer,Actinosynnema,pretiosum,Actinosynnema_pretiosum
2031,GCF_002354895.1_Thauera_sp__K11_6mer,Thauera,sp,Thauera_sp
2032,GCF_002355155.1_Corynebacterium_suranareeae_6mer,Corynebacterium,suranareeae,Corynebacterium_suranareeae
2033,GCF_002355215.1_Streptococcus_troglodytae_6mer,Streptococcus,troglodytae,Streptococcus_troglodytae
2034,GCF_002355275.1_Rhizorhabdus_dicambivorans_6mer,Rhizorhabdus,dicambivorans,Rhizorhabdus_dicambivorans
2035,GCF_002355335.1_Variibacter_gotjawalensis_6mer,Variibacter,gotjawalensis,Variibacter_gotjawalensis
2036,GCF_002355375.1_Aneurinibacillus_soli_6mer,Aneurinibacillus,soli,Aneurinibacillus_soli
2037,GCF_002355395.1_Microcella_alkaliphila_6mer,Microcella,alkaliphila,Microcella_alkaliphila
2038,GCF_002355415.1_Sulfurifustis_variabilis_6mer,Sulfurifustis,variabilis,Sulfurifustis_variabilis
2039,GCF_002355435.1_Mucilaginibacter_gotjawali_6mer,Mucilaginibacter,gotjawali,Mucilaginibacter_gotjawali
2040,GCF_002355475.1_Metapseudomonas_furukawaii_6mer,Metapseudomonas,furukawaii,Metapseudomonas_furukawaii
2041,GCF_002355515.1_Methylorubrum_populi_6mer,Methylorubrum,populi,Methylorubrum_populi
2042,GCF_002355535.1_Aurantimicrobium_minutum_6mer,Aurantimicrobium,minutum,Aurantimicrobium_minutum
2043,GCF_002355555.1_Hafnia_sp__CBA7124_6mer,Hafnia,sp,Hafnia_sp
2044,GCF_002355575.1_Lactococcus_formosensis_6mer,Lactococcus,formosensis,Lactococcus_formosensis
2045,GCF_002355595.1_Filimonas_lacunae_6mer,Filimonas,lacunae,Filimonas_lacunae
2046,GCF_002355735.1_Sulfuricaulis_limicola_6mer,Sulfuricaulis,limicola,Sulfuricaulis_limicola
2047,GCF_002355855.1_Sphingobium_cloacae_6mer,Sphingobium,cloacae,Sphingobium_cloacae
2048,GCF_002355955.1_Candidatus_Desulfovibrio_trichonymphae_6mer,Candidatus,Desulfovibrio,Candidatus_Desulfovibrio
2049,GCF_002356075.1_Mycoplasmopsis_bovigenitalium_6mer,Mycoplasmopsis,bovigenitalium,Mycoplasmopsis_bovigenitalium
2050,GCF_002356115.1_Candidatus_Nitrosoglobus_terrae_6mer,Candidatus,Nitrosoglobus,Candidatus_Nitrosoglobus
2051,GCF_002356175.1_Staphylococcus_capitis_6mer,Staphylococcus,capitis,Staphylococcus_capitis
2052,GCF_002356295.1_Labilibaculum_antarcticum_6mer,Labilibaculum,antarcticum,Labilibaculum_antarcticum
2053,GCF_002356315.1_Mycobacterium_shigaense_6mer,Mycobacterium,shigaense,Mycobacterium_shigaense
2054,GCF_002356335.1__Mycobacterium__stephanolepidis_6mer,,Mycobacterium,_Mycobacterium
2055,GCF_002356355.1_Thiohalobacter_thiocyanaticus_6mer,Thiohalobacter,thiocyanaticus,Thiohalobacter_thiocyanaticus
2056,GCF_002356535.2_Pseudomonas_izuensis_6mer,Pseudomonas,izuensis,Pseudomonas_izuensis
2057,GCF_002356555.2_Halorhodospira_halochloris_6mer,Halorhodospira,halochloris,Halorhodospira_halochloris
2058,GCF_002356695.1_Rickettsia_japonica_6mer,Rickettsia,japonica,Rickettsia_japonica
2059,GCF_002369955.1_Ichthyobacterium_seriolicida_6mer,Ichthyobacterium,seriolicida,Ichthyobacterium_seriolicida
2060,GCF_002370085.3_Leptospira_interrogans_6mer,Leptospira,interrogans,Leptospira_interrogans
2061,GCF_002370195.2_Ureibacillus_thermosphaericus_6mer,Ureibacillus,thermosphaericus,Ureibacillus_thermosphaericus
2062,GCF_002370415.1_Leuconostoc_mesenteroides_6mer,Leuconostoc,mesenteroides,Leuconostoc_mesenteroides
2063,GCF_002370525.2_Acinetobacter_guillouiae_6mer,Acinetobacter,guillouiae,Acinetobacter_guillouiae
2064,GCF_002374815.1_Pseudoalteromonas_atlantica_6mer,Pseudoalteromonas,atlantica,Pseudoalteromonas_atlantica
2065,GCF_002374845.2_Wolbachia_pipientis_6mer,Wolbachia,pipientis,Wolbachia_pipientis
2066,GCF_002386265.1_Weissella_paramesenteroides_6mer,Weissella,paramesenteroides,Weissella_paramesenteroides
2067,GCF_002393405.1_Lelliottia_amnigena_6mer,Lelliottia,amnigena,Lelliottia_amnigena
2068,GCF_002393505.1_Providencia_alcalifaciens_6mer,Providencia,alcalifaciens,Providencia_alcalifaciens
2069,GCF_002407065.1_Brachybacterium_ginsengisoli_6mer,Brachybacterium,ginsengisoli,Brachybacterium_ginsengisoli
2070,GCF_002407085.1_Pseudoalteromonas_marina_6mer,Pseudoalteromonas,marina,Pseudoalteromonas_marina
2071,GCF_002407185.1_Brachybacterium_vulturis_6mer,Brachybacterium,vulturis,Brachybacterium_vulturis
2072,GCF_002407205.1_Rhodobacter_sp__CZR27_6mer,Rhodobacter,sp,Rhodobacter_sp
2073,GCF_002407265.1_Celeribacter_ethanolicus_6mer,Celeribacter,ethanolicus,Celeribacter_ethanolicus
2074,GCF_002407485.1_Zobellella_denitrificans_6mer,Zobellella,denitrificans,Zobellella_denitrificans
2075,GCF_002441855.2_Eubacterium_maltosivorans_6mer,Eubacterium,maltosivorans,Eubacterium_maltosivorans
2076,GCF_002441935.1_Mesoplasma_lactucae_ATCC_49193_6mer,Mesoplasma,lactucae,Mesoplasma_lactucae
2077,GCF_002441955.1_Methylomonas_koyamae_6mer,Methylomonas,koyamae,Methylomonas_koyamae
2078,GCF_002442875.1_Halobacteriovorax_marinus_6mer,Halobacteriovorax,marinus,Halobacteriovorax_marinus
2079,GCF_002442895.1_Staphylococcus_nepalensis_6mer,Staphylococcus,nepalensis,Staphylococcus_nepalensis
2080,GCF_002442915.1_Staphylococcus_pasteuri_6mer,Staphylococcus,pasteuri,Staphylococcus_pasteuri
2081,GCF_002443095.1_Bacillus_glycinifermentans_6mer,Bacillus,glycinifermentans,Bacillus_glycinifermentans
2082,GCF_002443115.1_Dermabacter_jinjuensis_6mer,Dermabacter,jinjuensis,Dermabacter_jinjuensis
2083,GCF_002456135.1_Acetobacter_pomorum_6mer,Acetobacter,pomorum,Acetobacter_pomorum
2084,GCF_002499975.2_Alteromonas_pelagimontana_6mer,Alteromonas,pelagimontana,Alteromonas_pelagimontana
2085,GCF_002504165.1_Pacificitalea_manganoxidans_6mer,Pacificitalea,manganoxidans,Pacificitalea_manganoxidans
2086,GCF_002504265.1_Sphingomonas_melonis_6mer,Sphingomonas,melonis,Sphingomonas_melonis
2087,GCF_002504365.1_Mesoplasma_florum_6mer,Mesoplasma,florum,Mesoplasma_florum
2088,GCF_002531755.2_Rhizobium_acidisoli_6mer,Rhizobium,acidisoli,Rhizobium_acidisoli
2089,GCF_002549795.1_Halomonas_beimenensis_6mer,Halomonas,beimenensis,Halomonas_beimenensis
2090,GCF_002549835.1_Acetobacter_tropicalis_6mer,Acetobacter,tropicalis,Acetobacter_tropicalis
2091,GCF_002556545.1_Streptomyces_formicae_6mer,Streptomyces,formicae,Streptomyces_formicae
2092,GCF_002557795.1_Chitinophaga_caeni_6mer,Chitinophaga,caeni,Chitinophaga_caeni
2093,GCF_002568625.1_Nocardia_terpenica_6mer,Nocardia,terpenica,Nocardia_terpenica
2094,GCF_002586945.1_Faecalibacterium_prausnitzii_6mer,Faecalibacterium,prausnitzii,Faecalibacterium_prausnitzii
2095,GCF_002591095.1_Yersinia_frederiksenii_6mer,Yersinia,frederiksenii,Yersinia_frederiksenii
2096,GCF_002688585.1_Candidatus_Fonsibacter_ubiquis_6mer,Candidatus,Fonsibacter,Candidatus_Fonsibacter
2097,GCF_002688605.1_Priestia_aryabhattai_6mer,Priestia,aryabhattai,Priestia_aryabhattai
2098,GCF_002688685.1_Mycoplasmopsis_bovirhinis_6mer,Mycoplasmopsis,bovirhinis,Mycoplasmopsis_bovirhinis
2099,GCF_002734145.1_Faecalibacterium_duncaniae_6mer,Faecalibacterium,duncaniae,Faecalibacterium_duncaniae
2100,GCF_002735945.1_Chromobacterium_violaceum_6mer,Chromobacterium,violaceum,Chromobacterium_violaceum
2101,GCF_002736105.1_Solibacillus_sp__R5-41_6mer,Solibacillus,sp,Solibacillus_sp
2102,GCF_002736145.1_Collinsella_aerofaciens_6mer,Collinsella,aerofaciens,Collinsella_aerofaciens
2103,GCF_002736205.1_Pedobacter_ginsengisoli_6mer,Pedobacter,ginsengisoli,Pedobacter_ginsengisoli
2104,GCF_002741015.1_Microvirga_ossetica_6mer,Microvirga,ossetica,Microvirga_ossetica
2105,GCF_002741055.1_Paenibacillus_ihbetae_6mer,Paenibacillus,ihbetae,Paenibacillus_ihbetae
2106,GCF_002741615.1_Shigella_dysenteriae_6mer,Shigella,dysenteriae,Shigella_dysenteriae
2107,GCF_002741725.1_Rhodococcus_ruber_6mer,Rhodococcus,ruber,Rhodococcus_ruber
2108,GCF_002749615.1_Caulobacter_mirabilis_6mer,Caulobacter,mirabilis,Caulobacter_mirabilis
2109,GCF_002749675.1_Mesoplasma_entomophilum_6mer,Mesoplasma,entomophilum,Mesoplasma_entomophilum
2110,GCF_002752655.1_Methylosinus_trichosporium_OB3b_6mer,Methylosinus,trichosporium,Methylosinus_trichosporium
2111,GCF_002752675.1_Massilia_violaceinigra_6mer,Massilia,violaceinigra,Massilia_violaceinigra
2112,GCF_002752695.1_Chlamydia_psittaci_6mer,Chlamydia,psittaci,Chlamydia_psittaci
2113,GCF_002754815.1_Roseomonas_sp__FDAARGOS_362_6mer,Roseomonas,sp,Roseomonas_sp
2114,GCF_002754935.1_Parathermosynechococcus_lividus_PCC_6715_6mer,Parathermosynechococcus,lividus,Parathermosynechococcus_lividus
2115,GCF_002761235.1_Bifidobacterium_choerinum_6mer,Bifidobacterium,choerinum,Bifidobacterium_choerinum
2116,GCF_002762335.1_Lactobacillus_terrae_6mer,Lactobacillus,terrae,Lactobacillus_terrae
2117,GCF_002763595.1_Fusobacterium_pseudoperiodonticum_6mer,Fusobacterium,pseudoperiodonticum,Fusobacterium_pseudoperiodonticum
2118,GCF_002764055.1_Fusobacterium_vincentii_6mer,Fusobacterium,vincentii,Fusobacterium_vincentii
2119,GCF_002764115.1_Phyllobacterium_zundukense_6mer,Phyllobacterium,zundukense,Phyllobacterium_zundukense
2120,GCF_002770595.1_Chryseobacterium_camelliae_6mer,Chryseobacterium,camelliae,Chryseobacterium_camelliae
2121,GCF_002776555.1_Candidatus_Legionella_polyplacis_6mer,Candidatus,Legionella,Candidatus_Legionella
2122,GCF_002777255.1_Candidatus_Formimonas_warabiya_6mer,Candidatus,Formimonas,Candidatus_Formimonas
2123,GCF_002795805.1_Mariprofundus_aestuarium_6mer,Mariprofundus,aestuarium,Mariprofundus_aestuarium
2124,GCF_002795825.1_Mariprofundus_ferrinatatus_6mer,Mariprofundus,ferrinatatus,Mariprofundus_ferrinatatus
2125,GCF_002795845.1_Reinekea_forsetii_6mer,Reinekea,forsetii,Reinekea_forsetii
2126,GCF_002795865.1_Qipengyuania_seohaensis_6mer,Qipengyuania,seohaensis,Qipengyuania_seohaensis
2127,GCF_002796545.1_Amycolatopsis_sp__AA4_6mer,Amycolatopsis,sp,Amycolatopsis_sp
2128,GCF_002796605.1_Sphingomonas_psychrotolerans_6mer,Sphingomonas,psychrotolerans,Sphingomonas_psychrotolerans
2129,GCF_002803845.1_Streptomyces_lavendulae_subsp__lavendulae_6mer,Streptomyces,lavendulae,Streptomyces_lavendulae
2130,GCF_002803865.1_Erwinia_amylovora_6mer,Erwinia,amylovora,Erwinia_amylovora
2131,GCF_002803985.1_Williamsoniiplasma_luminosum_6mer,Williamsoniiplasma,luminosum,Williamsoniiplasma_luminosum
2132,GCF_002804005.1_Williamsoniiplasma_somnilux_6mer,Williamsoniiplasma,somnilux,Williamsoniiplasma_somnilux
2133,GCF_002804025.1_Mesoplasma_tabanidae_6mer,Mesoplasma,tabanidae,Mesoplasma_tabanidae
2134,GCF_002804065.1_Kyrpidia_spormannii_6mer,Kyrpidia,spormannii,Kyrpidia_spormannii
2135,GCF_002804105.1_Mesoplasma_melaleucae_6mer,Mesoplasma,melaleucae,Mesoplasma_melaleucae
2136,GCF_002804165.1_Streptomyces_cavourensis_6mer,Streptomyces,cavourensis,Streptomyces_cavourensis
2137,GCF_002804205.1_Entomoplasma_freundtii_6mer,Entomoplasma,freundtii,Entomoplasma_freundtii
2138,GCF_002804245.1_Mesoplasma_coleopterae_6mer,Mesoplasma,coleopterae,Mesoplasma_coleopterae
2139,GCF_002808045.1_Idiomarina_sp__X4_6mer,Idiomarina,sp,Idiomarina_sp
2140,GCF_002810325.1_Bartonella_sp__1-1C_6mer,Bartonella,sp,Bartonella_sp
2141,GCF_002812705.1_Achromobacter_spanius_6mer,Achromobacter,spanius,Achromobacter_spanius
2142,GCF_002813045.1_Acinetobacter_bereziniae_6mer,Acinetobacter,bereziniae,Acinetobacter_bereziniae
2143,GCF_002813555.1_Spiroplasma_floricola_23-6_6mer,Spiroplasma,floricola,Spiroplasma_floricola
2144,GCF_002813575.1_Nostoc_flagelliforme_CCNUN1_6mer,Nostoc,flagelliforme,Nostoc_flagelliforme
2145,GCF_002813635.1_Spiribacter_roseus_6mer,Spiribacter,roseus,Spiribacter_roseus
2146,GCF_002813775.1_Candidatus_Thiodictyon_syntrophicum_6mer,Candidatus,Thiodictyon,Candidatus_Thiodictyon
2147,GCF_002814095.1_Sagittula_sp__P11_6mer,Sagittula,sp,Sagittula_sp
2148,GCF_002814135.1_Streptococcus_uberis_6mer,Streptococcus,uberis,Streptococcus_uberis
2149,GCF_002814155.1_Pseudoalteromonas_spongiae_6mer,Pseudoalteromonas,spongiae,Pseudoalteromonas_spongiae
2150,GCF_002831565.1_Spirosoma_pollinicola_6mer,Spirosoma,pollinicola,Spirosoma_pollinicola
2151,GCF_002831645.1_Olleya_sp__Bg11-27_6mer,Olleya,sp,Olleya_sp
2152,GCF_002838765.1_Kangiella_profundi_6mer,Kangiella,profundi,Kangiella_profundi
2153,GCF_002843235.3_Providencia_huaxiensis_6mer,Providencia,huaxiensis,Providencia_huaxiensis
2154,GCF_002843565.1_Mesoplasma_syrphidae_6mer,Mesoplasma,syrphidae,Mesoplasma_syrphidae
2155,GCF_002843965.1_Microbacterium_hominis_6mer,Microbacterium,hominis,Microbacterium_hominis
2156,GCF_002844375.1_Thalassospira_marina_6mer,Thalassospira,marina,Thalassospira_marina
2157,GCF_002844395.1_Acetivibrio_saccincola_6mer,Acetivibrio,saccincola,Acetivibrio_saccincola
2158,GCF_002847305.1_Paracoccus_tegillarcae_6mer,Paracoccus,tegillarcae,Paracoccus_tegillarcae
2159,GCF_002847445.1_Paracoccus_zhejiangensis_6mer,Paracoccus,zhejiangensis,Paracoccus_zhejiangensis
2160,GCF_002847685.2_Dermabacter_hominis_6mer,Dermabacter,hominis,Dermabacter_hominis
2161,GCF_002847845.2_Globicatella_sanguinis_6mer,Globicatella,sanguinis,Globicatella_sanguinis
2162,GCF_002847965.2_Corynebacterium_pyruviciproducens_6mer,Corynebacterium,pyruviciproducens,Corynebacterium_pyruviciproducens
2163,GCF_002848345.1_Chromobacterium_sp__ATCC_53434_6mer,Chromobacterium,sp,Chromobacterium_sp
2164,GCF_002848365.2_Legionella_sainthelensi_6mer,Legionella,sainthelensi,Legionella_sainthelensi
2165,GCF_002849715.1_Crystallibacter_crystallopoietes_6mer,Crystallibacter,crystallopoietes,Crystallibacter_crystallopoietes
2166,GCF_002849775.1_Glaesserella_sp__15-184_6mer,Glaesserella,sp,Glaesserella_sp
2167,GCF_002849795.1_Prevotella_jejuni_6mer,Prevotella,jejuni,Prevotella_jejuni
2168,GCF_002849835.1_Virgibacillus_dokdonensis_6mer,Virgibacillus,dokdonensis,Virgibacillus_dokdonensis
2169,GCF_002849895.1_Companilactobacillus_alimentarius_DSM_20249_6mer,Companilactobacillus,alimentarius,Companilactobacillus_alimentarius
2170,GCF_002850035.1_Liquorilactobacillus_hordei_6mer,Liquorilactobacillus,hordei,Liquorilactobacillus_hordei
2171,GCF_002850055.1_Liquorilactobacillus_nagelii_6mer,Liquorilactobacillus,nagelii,Liquorilactobacillus_nagelii
2172,GCF_002850235.1_Brachyspira_hyodysenteriae_6mer,Brachyspira,hyodysenteriae,Brachyspira_hyodysenteriae
2173,GCF_002850535.1_Bacillus_siamensis_6mer,Bacillus,siamensis,Bacillus_siamensis
2174,GCF_002850555.1_Enterococcus_sp__CR-Ec1_6mer,Enterococcus,sp,Enterococcus_sp
2175,GCF_002850575.1_Enterobacter_cancerogenus_6mer,Enterobacter,cancerogenus,Enterobacter_cancerogenus
2176,GCF_002860045.1_Bordetella_trematum_6mer,Bordetella,trematum,Bordetella_trematum
2177,GCF_002860685.3_Actinotignum_timonense_6mer,Actinotignum,timonense,Actinotignum_timonense
2178,GCF_002863305.2_Neisseria_perflava_6mer,Neisseria,perflava,Neisseria_perflava
2179,GCF_002863865.1_Ketobacter_alkanivorans_6mer,Ketobacter,alkanivorans,Ketobacter_alkanivorans
2180,GCF_002865545.1_Spiroplasma_monobiae_MQ-1_6mer,Spiroplasma,monobiae,Spiroplasma_monobiae
2181,GCF_002865585.1_Nocardioides_houyundeii_6mer,Nocardioides,houyundeii,Nocardioides_houyundeii
2182,GCF_002865605.1_Paracoccus_jeotgali_6mer,Paracoccus,jeotgali,Paracoccus_jeotgali
2183,GCF_002865995.1_Paraclostridium_sordellii_6mer,Paraclostridium,sordellii,Paraclostridium_sordellii
2184,GCF_002868735.1_Niveispirillum_cyanobacteriorum_6mer,Niveispirillum,cyanobacteriorum,Niveispirillum_cyanobacteriorum
2185,GCF_002869785.1_Tsukamurella_tyrosinosolvens_6mer,Tsukamurella,tyrosinosolvens,Tsukamurella_tyrosinosolvens
2186,GCF_002871345.2_Nosocomiicoccus_massiliensis_6mer,Nosocomiicoccus,massiliensis,Nosocomiicoccus_massiliensis
2187,GCF_002871575.2_Micrococcus_lylae_6mer,Micrococcus,lylae,Micrococcus_lylae
2188,GCF_002871855.1_Pseudoglutamicibacter_albus_6mer,Pseudoglutamicibacter,albus,Pseudoglutamicibacter_albus
2189,GCF_002871915.2_Aerococcus_loyolae_6mer,Aerococcus,loyolae,Aerococcus_loyolae
2190,GCF_002871945.2_Gleimia_hominis_6mer,Gleimia,hominis,Gleimia_hominis
2191,GCF_002871995.2_Gleimia_europaea_6mer,Gleimia,europaea,Gleimia_europaea
2192,GCF_002872015.2_Actinotignum_urinale_6mer,Actinotignum,urinale,Actinotignum_urinale
2193,GCF_002872415.1_Bacteriovorax_stolpii_6mer,Bacteriovorax,stolpii,Bacteriovorax_stolpii
2194,GCF_002872475.1_Pseudazoarcus_pumilus_6mer,Pseudazoarcus,pumilus,Pseudazoarcus_pumilus
2195,GCF_002872705.2_Vibrio_cyclitrophicus_6mer,Vibrio,cyclitrophicus,Vibrio_cyclitrophicus
2196,GCF_002879995.1_Ehrlichia_canis_6mer,Ehrlichia,canis,Ehrlichia_canis
2197,GCF_002886045.1_Flavivirga_eckloniae_6mer,Flavivirga,eckloniae,Flavivirga_eckloniae
2198,GCF_002887555.1_Dickeya_zeae_6mer,Dickeya,zeae,Dickeya_zeae
2199,GCF_002887615.1_Vibrio_jasicida_090810c_6mer,Vibrio,jasicida,Vibrio_jasicida
2200,GCF_002892535.1_Aquella_oligotrophica_6mer,Aquella,oligotrophica,Aquella_oligotrophica
2201,GCF_002893765.1_Pseudotamlana_carrageenivorans_6mer,Pseudotamlana,carrageenivorans,Pseudotamlana_carrageenivorans
2202,GCF_002893965.1_Rhodococcus_qingshengii_6mer,Rhodococcus,qingshengii,Rhodococcus_qingshengii
2203,GCF_002896855.1_Clostridium_thermosuccinogenes_6mer,Clostridium,thermosuccinogenes,Clostridium_thermosuccinogenes
2204,GCF_002900365.1_Escherichia_marmotae_6mer,Escherichia,marmotae,Escherichia_marmotae
2205,GCF_002900385.1_Streptococcus_parauberis_6mer,Streptococcus,parauberis,Streptococcus_parauberis
2206,GCF_002902905.1_Achromobacter_sp__AONIH1_6mer,Achromobacter,sp,Achromobacter_sp
2207,GCF_002902925.1_Paraburkholderia_terrae_6mer,Paraburkholderia,terrae,Paraburkholderia_terrae
2208,GCF_002902965.1_Paraburkholderia_hospita_6mer,Paraburkholderia,hospita,Paraburkholderia_hospita
2209,GCF_002902985.1_Leclercia_sp__LSNIH1_6mer,Leclercia,sp,Leclercia_sp
2210,GCF_002905795.2_Pseudomonas_avellanae_6mer,Pseudomonas,avellanae,Pseudomonas_avellanae
2211,GCF_002906655.1_Vibrio_hyugaensis_6mer,Vibrio,hyugaensis,Vibrio_hyugaensis
2212,GCF_002921235.2_Pectobacterium_versatile_6mer,Pectobacterium,versatile,Pectobacterium_versatile
2213,GCF_002934065.1_Pseudomonas_orientalis_6mer,Pseudomonas,orientalis,Pseudomonas_orientalis
2214,GCF_002934285.1_Aeromonas_sp__ASNIH1_6mer,Aeromonas,sp,Aeromonas_sp
2215,GCF_002943525.1_Kitasatospora_sp__MMS16-BH015_6mer,Kitasatospora,sp,Kitasatospora_sp
2216,GCF_002943995.1_Pseudomonas_monteilii_6mer,Pseudomonas,monteilii,Pseudomonas_monteilii
2217,GCF_002944405.1_Sinorhizobium_fredii_6mer,Sinorhizobium,fredii,Sinorhizobium_fredii
2218,GCF_002944765.1_Cupriavidus_metallidurans_6mer,Cupriavidus,metallidurans,Cupriavidus_metallidurans
2219,GCF_002946835.1_Streptomyces_dengpaensis_6mer,Streptomyces,dengpaensis,Streptomyces_dengpaensis
2220,GCF_002949635.1_Nocardia_cyriacigeorgica_6mer,Nocardia,cyriacigeorgica,Nocardia_cyriacigeorgica
2221,GCF_002950575.1_Pontimonas_salivibrio_6mer,Pontimonas,salivibrio,Pontimonas_salivibrio
2222,GCF_002950695.1_Weissella_koreensis_6mer,Weissella,koreensis,Weissella_koreensis
